;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
2500;22140;Matematik, Aarhus C, Studiestart: sommerstart;71;0;194;75;Alle optaget, ledige pladser;
2510;22145;Matematik-økonomi, Aarhus C, Studiestart: sommerstart;78;0;214;72;Alle optaget, ledige pladser;
2520;22150;Medicinalkemi, Aarhus C, Studiestart: sommerstart;33;0;163;27;Alle optaget, ledige pladser;
2530;22155;Molekylærbiologi, Aarhus C, Studiestart: sommerstart;72;0;236;58;Alle optaget, ledige pladser;
2540;22160;Nanoscience, Aarhus C, Studiestart: sommerstart;21;0;76;21;Alle optaget, ledige pladser;
2550;22170;It-produktudvikling, Aarhus C, Studiestart: sommerstart;42;0;110;42;Alle optaget, ledige pladser;
2560;22175;Agrobiologi, Aarhus C, Studiestart: sommerstart;36;0;110;41;Alle optaget, ledige pladser;
2570;22205;Arabisk- og islamstudier, Aarhus C, Studiestart: sommerstart;38;5;95;41;5,8;4,3
2580;22210;Brasilianske studier, Aarhus C, Studiestart: sommerstart;8;0;24;7;Alle optaget, ledige pladser;
2590;22215;Dramaturgi, Aarhus C, Studiestart: sommerstart;49;4;124;55;7,2;5,5
2600;22220;Engelsk, Aarhus C, Studiestart: sommerstart;110;9;335;110;6,5;4,8
2610;22225;Antropologi, Aarhus C, Studiestart: sommerstart;92;12;528;166;10,6;10,0
2620;22230;Filosofi, Aarhus C, Studiestart: sommerstart;70;8;291;69;7,3;5,7
2630;22245;Fransk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart;21;0;59;16;Alle optaget;
2640;22255;Historie, Aarhus C, Studiestart: sommerstart;113;12;459;150;7,7;6,3
2650;22260;Idéhistorie, Aarhus C, Studiestart: sommerstart;46;5;244;72;8,6;7,7
2660;22265;Indien- og sydasienstudier, Aarhus C, Studiestart: sommerstart;7;0;34;8;Alle optaget, ledige pladser;
2670;22270;Informationsvidenskab, Aarhus C, Studiestart: sommerstart;104;4;348;124;8,2;7,7
2680;22280;Japanstudier, Aarhus C, Studiestart: sommerstart;32;5;140;75;8,3;7,6
2690;22285;Kinastudier, Aarhus C, Studiestart: sommerstart;32;5;94;37;6,0;5,1
2700;22288;Arkæologi, Aarhus C, Studiestart: sommerstart;56;8;232;78;7,3;5,9
2710;22290;Klassisk arkæologi, Aarhus C, Studiestart: sommerstart;22;4;92;21;6,6;Alle optaget
2720;22295;Klassisk filologi, Aarhus C, Studiestart: sommerstart;24;2;63;23;5,0;Alle optaget
2730;22300;Kunsthistorie, Aarhus C, Studiestart: sommerstart;53;7;210;68;8,6;7,8
2740;22310;Lingvistik, Aarhus C, Studiestart: sommerstart;40;5;150;46;9,0;7,1
2750;22315;Litteraturhistorie, Aarhus C, Studiestart: sommerstart;54;4;192;62;8,9;7,1
2760;22320;Medievidenskab, Aarhus C, Studiestart: sommerstart;85;12;504;157;10,1;9,8
2770;22330;Musikvidenskab, Aarhus C, Studiestart: sommerstart;37;0;103;70;Alle optaget, ledige pladser;
2780;22335;Nordisk sprog og litteratur (dansk), Aarhus C, Studiestart: sommerstart;103;4;274;82;7,0;Alle optaget
2790;22340;Religionsvidenskab, Aarhus C, Studiestart: sommerstart;57;8;222;48;7,7;5,7
2800;22350;Rusland- og balkanstudier, Aarhus C, Studiestart: sommerstart;31;0;76;28;4,9;Alle optaget
2810;22355;Spansk og spanskamerikansk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart;36;1;108;34;4,7;Alle optaget
2820;22365;Tysk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart;29;0;77;26;Alle optaget, ledige pladser;
2830;22375;Æstetik og kultur, Aarhus C, Studiestart: sommerstart;48;8;208;75;10,2;9,8
2840;22380;Digital design - it, æstetik og interaktion, Aarhus C, Studiestart: sommerstart;52;7;221;64;8,1;5,9
2850;22390;Teologi, Aarhus C, Studiestart: sommerstart;82;0;159;79;Alle optaget;
2860;22410;Erhvervsøkonomi, Aarhus C, Studiestart: sommerstart;75;0;586;109;8,0;
2870;22415;Jura, Aarhus C, Studiestart: sommerstart;420;40;1.689;652;9,6;9,3
2880;22419;Cognitive Science, Aarhus C, Study start: Summer start;65;6;463;265;11,9;11,8
2890;22420;Psykologi, Aarhus C, Studiestart: sommerstart;225;40;1.679;656;11,3;11,0
2900;22422;Samfundsfag, Aarhus C, Studiestart: sommerstart;37;10;299;43;9,8;9,2
2910;22425;Statskundskab, Aarhus C, Studiestart: sommerstart;275;40;942;365;9,9;9,4
2920;22430;Økonomi, Aarhus C, Studiestart: sommerstart;160;0;452;170;6,7;
2930;22450;Politik og økonomi, Aarhus C, Studiestart: sommerstart;65;3;198;56;7,7;Alle optaget
2940;22510;Uddannelsesvidenskab, Aarhus C, Studiestart: sommerstart;102;15;358;132;9,5;8,9
2950;22520;Uddannelsesvidenskab, København NV, Studiestart: sommerstart;102;13;225;85;6,8;Alle optaget
2960;22610;Erhvervsøkonomi, HA, Aarhus C, Studiestart: sommerstart;540;29;1.464;623;7,7;7,2
2970;22615;Economics and Business Administration, Aarhus C, Study start: Summer start;222;9;1.030;412;8,2;6,5
2980;22650;Erhvervsøkonomi-erhvervsret, HA (jur.), Aarhus C, Studiestart: sommerstart;140;8;675;162;8,4;8,1
2990;22712;International virksomhedskommunikation i engelsk, Aarhus C, Studiestart: sommerstart;167;15;613;198;7,6;6,9
3000;22722;International virksomhedskommunikation i fransk, Aarhus C, Studiestart: sommerstart;17;0;40;16;Alle optaget, ledige pladser;
3010;22732;International virksomhedskommunikation i spansk, Aarhus C, Studiestart: sommerstart;77;0;129;60;Alle optaget;
3020;22742;International virksomhedskommunikation i tysk, Aarhus C, Studiestart: sommerstart;40;0;104;36;Alle optaget, ledige pladser;
3030;22810;Diplomingeniør, bioteknologi, Aarhus N, Studiestart: sommerstart;48;0;142;45;Alle optaget, ledige pladser;
3040;22820;Diplomingeniør, bygning, Aarhus N, Studiestart: sommerstart;107;0;289;118;Alle optaget, ledige pladser;
3050;22825;Diplomingeniør, bygning, Aarhus N, Studiestart: vinterstart;27;0;160;43;Alle optaget, ledige pladser;
3060;22830;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: sommerstart;71;0;208;72;Alle optaget, ledige pladser;
3070;22835;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: vinterstart;22;0;137;32;Alle optaget, ledige pladser;
3080;22840;Diplomingeniør, elektronik, Aarhus N, Studiestart: sommerstart;56;0;152;62;Alle optaget, ledige pladser;
3090;22845;Diplomingeniør, elektronik, Aarhus N, Studiestart: vinterstart;6;0;72;12;Alle optaget, ledige pladser;
3100;22850;Diplomingeniør, informations- og kommunikationsteknologi, Aarhus N, Studiestart: sommerstart;59;0;134;65;Alle optaget, ledige pladser;
3110;22855;Diplomingeniør, informations- og kommunikationsteknologi, Aarhus N, Studiestart: vinterstart;10;0;70;15;Alle optaget, ledige pladser;
3120;22860;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: sommerstart;115;0;211;115;Alle optaget, ledige pladser;
3130;22865;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: vinterstart;17;0;108;27;Alle optaget, ledige pladser;
3140;22870;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: sommerstart;38;0;108;46;Alle optaget, ledige pladser;
3150;22875;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: vinterstart;10;0;62;18;Alle optaget, ledige pladser;
3160;22880;Diplomingeniør, sundhedsteknologi, Aarhus N, Studiestart: sommerstart;55;4;153;58;9,1;Alle optaget
3170;22890;Diplomingeniør, kemi (kemiteknik), Aarhus N, Studiestart: sommerstart;49;0;123;51;Alle optaget, ledige pladser;
3180;22900;Diplomingeniør, kemi og fødevareteknologi, Aarhus N, Studiestart: sommerstart;24;0;89;22;Alle optaget, ledige pladser;
3190;22930;Erhvervsøkonomi, HA, Herning, Studiestart: sommerstart;91;0;268;64;Alle optaget, ledige pladser;
3200;22935;Economics and Business Administration, Herning, Study start: Summer start;63;0;303;56;Alle optaget, ledige pladser;
3210;22955;Diplomingeniør, elektronik, Herning, Studiestart: sommerstart;12;0;41;18;Alle optaget, ledige pladser;
3220;22957;Diplomingeniør, forretningsudvikling (Business Development), BDE, Herning, Studiestart: sommerstart;63;0;108;62;Alle optaget, ledige pladser;
3230;22960;Diplomingeniør, maskinteknik, Herning, Studiestart: sommerstart;6;0;18;7;Alle optaget, ledige pladser;
3240;22965;Bachelor of Engineering in Global Management and Manufacturing, Herning, Study start: Summer start;26;0;106;38;Alle optaget, ledige pladser;
3250;22970;Diplomingeniør, elektrisk energiteknologi, Herning, Studiestart: sommerstart;8;0;20;11;Alle optaget, ledige pladser;
3260;;Aarhus Universitet i alt;7.129;451;27.524;9.749;;
3270;;Aalborg Universitet;;;;;;
3280;25015;Teknisk videnskab (civilingeniør) Arkitektur og design, Aalborg, Studiestart: sommerstart;130;6;272;138;5,7;Alle optaget
3290;25017;Teknisk videnskab (civilingeniør) Bioteknologi, Aalborg, Studiestart: sommerstart;40;0;121;43;Alle optaget, ledige pladser;
3300;25020;Teknisk videnskab (civilingeniør) Byggeri og anlæg, Aalborg, Studiestart: sommerstart;50;0;109;52;Alle optaget, ledige pladser;
3310;25025;Teknisk videnskab (civilingeniør) Computerteknologi, Aalborg, Studiestart: sommerstart;20;0;88;20;Alle optaget, ledige pladser;
3320;25030;Teknisk videnskab (civilingeniør) Elektronik og it, Aalborg, Studiestart: sommerstart;38;0;98;37;Alle optaget, ledige pladser;
3330;25035;Teknisk videnskab (civilingeniør) Globale forretningssystemer, Aalborg, Studiestart: sommerstart;49;0;110;49;Alle optaget, ledige pladser;
3340;25040;Teknisk videnskab (civilingeniør) Maskin og produktion, Aalborg, Studiestart: sommerstart;49;0;91;51;Alle optaget, ledige pladser;
3350;25042;Teknisk videnskab (civilingeniør) Miljøvidenskab, Aalborg, Studiestart: sommerstart;15;0;48;15;Alle optaget, ledige pladser;
3360;25047;Teknisk videnskab (civilingeniør) Kemiteknologi, Aalborg, Studiestart: sommerstart;35;0;88;34;Alle optaget, ledige pladser;
3370;25050;Teknisk videnskab (civilingeniør) Nanoteknologi, Aalborg, Studiestart: sommerstart;21;0;58;18;Alle optaget, ledige pladser;
3380;25055;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, Aalborg, Studiestart: sommerstart;41;0;96;38;Alle optaget, ledige pladser;
3390;25057;Teknisk videnskab (civilingeniør) Robotteknologi, Aalborg, Studiestart: sommerstart;52;0;143;53;Alle optaget, ledige pladser;
3400;25060;Teknisk videnskab (civilingeniør) Software, Aalborg, Studiestart: sommerstart;169;0;330;169;Alle optaget, ledige pladser;
3410;25065;Teknisk videnskab (civilingeniør) Sundhedsteknologi, Aalborg, Studiestart: sommerstart;53;0;159;47;Alle optaget, ledige pladser;
3420;25070;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, København SV, Studiestart: sommerstart;44;2;121;41;5,0;Alle optaget
3430;25071;Teknoantropologi, København SV, Studiestart: sommerstart;67;6;195;61;7,2;6,4
3440;25075;Teknisk videnskab (civilingeniør) Energi, Aalborg, Studiestart: sommerstart;48;0;99;51;Alle optaget, ledige pladser;
3450;25078;Teknisk videnskab (civilingeniør) Bæredygtigt design, København SV, Studiestart: sommerstart;51;4;154;69;8,5;8,3
3460;25085;Landinspektørvidenskab, København SV, Studiestart: sommerstart;18;0;56;21;Alle optaget, ledige pladser;
3470;25090;Landinspektørvidenskab, Aalborg, Studiestart: sommerstart;44;0;72;44;Alle optaget, ledige pladser;
3480;25100;Teknoantropologi, Aalborg, Studiestart: sommerstart;40;0;91;29;Alle optaget, ledige pladser;
3490;25220;Diplomingeniør, eksportteknologi, Aalborg, Studiestart: sommerstart;8;0;40;8;Alle optaget, ledige pladser;
3500;25230;Diplomingeniør, kemi- og bioteknologi, Aalborg, Studiestart: sommerstart;22;0;101;23;Alle optaget, ledige pladser;
3510;25240;Diplomingeniør, byggeri og anlæg, Aalborg, Studiestart: sommerstart;53;0;155;55;Alle optaget, ledige pladser;
3520;25250;Diplomingeniør, bæredygtig energiteknik, Aalborg, Studiestart: sommerstart;20;0;76;20;Alle optaget, ledige pladser;
3530;25260;Diplomingeniør, elektronik, Aalborg, Studiestart: sommerstart;17;0;66;19;Alle optaget, ledige pladser;
3540;25270;Diplomingeniør, maskinteknik, Aalborg, Studiestart: sommerstart;37;0;102;36;Alle optaget, ledige pladser;
3550;25305;Biologi, Aalborg, Studiestart: sommerstart;42;0;172;47;Alle optaget, ledige pladser;
3560;25306;Datalogi, Aalborg, Studiestart: sommerstart;99;0;295;99;Alle optaget, ledige pladser;
3570;25307;Fysik, Aalborg, Studiestart: sommerstart;11;0;47;10;Alle optaget, ledige pladser;
3580;25308;Datavidenskab, Aalborg, Studiestart: sommerstart;8;0;56;9;Alle optaget, ledige pladser;
3590;25311;Geografi, Aalborg, Studiestart: sommerstart;24;0;50;22;Alle optaget, ledige pladser;
3600;25313;Kemi, Aalborg, Studiestart: sommerstart;5;0;54;5;Alle optaget, ledige pladser;
3610;25314;Matematik, Aalborg, Studiestart: sommerstart;34;0;101;32;Alle optaget, ledige pladser;
3620;25318;Teknisk videnskab (civilingeniør) Matematik-teknologi, Aalborg, Studiestart: sommerstart;22;0;56;21;Alle optaget, ledige pladser;
3630;25319;Matematik-økonomi, Aalborg, Studiestart: sommerstart;33;0;107;31;Alle optaget, ledige pladser;
3640;25320;Medicin, Aalborg, Studiestart: sommerstart;195;18;1.958;458;10,8;10,7
3650;25321;Medialogi, Aalborg, Studiestart: sommerstart;60;0;127;55;Alle optaget, ledige pladser;
3660;25322;Medialogi, København SV, Studiestart: sommerstart;78;1;175;60;5,4;Alle optaget
3670;25325;Idræt, Aalborg, Studiestart: sommerstart;94;0;203;84;Alle optaget, ledige pladser;
3680;25330;Medicin med industriel specialisering, Aalborg, Studiestart: sommerstart;115;8;308;52;8,3;6,2
3690;25335;Teknisk videnskab (civilingeniør) Produkt- og designpsykologi, Aalborg, Studiestart: sommerstart;23;0;70;22;Alle optaget, ledige pladser;
3700;25340;Informationsteknologi, Aalborg, Studiestart: sommerstart;50;0;164;57;Alle optaget, ledige pladser;
3710;25350;Interaktionsdesign, Aalborg, Studiestart: sommerstart;30;0;131;27;Alle optaget, ledige pladser;
3720;25405;Anvendt filosofi, Aalborg, Studiestart: sommerstart;53;0;161;30;Alle optaget, ledige pladser;
3730;25410;Dansk, Aalborg, Studiestart: sommerstart;48;0;129;38;Alle optaget, ledige pladser;
3740;25420;Kommunikation og digitale medier, Aalborg, Studiestart: sommerstart;115;8;425;155;7,9;7,2
3750;25425;Musik, Aalborg, Studiestart: sommerstart;20;0;42;21;Alle optaget, ledige pladser;
3760;25430;Musikterapi, Aalborg, Studiestart: sommerstart;15;0;46;28;Alle optaget, ledige pladser;
3770;25435;Psykologi, Aalborg, Studiestart: sommerstart;173;9;1.250;387;10,8;10,7
3780;25440;Kommunikation og digitale medier, København SV, Studiestart: sommerstart;76;4;572;161;9,4;9,1
3790;25445;Kunst og teknologi, Aalborg, Studiestart: sommerstart;37;0;83;35;Alle optaget, ledige pladser;
3800;25450;Engelsk, Aalborg, Studiestart: sommerstart;73;0;220;64;Alle optaget, ledige pladser;
3810;25457;Sprog og internationale studier, engelsk, Aalborg, Studiestart: sommerstart;79;0;189;71;Alle optaget, ledige pladser;
3820;25460;Spansk sprog og internationale studier, Aalborg, Studiestart: sommerstart;16;0;47;16;Alle optaget, ledige pladser;
3830;25465;Tysk, Aalborg, Studiestart: sommerstart;6;0;15;5;Alle optaget, ledige pladser;
3840;25520;International virksomhedskommunikation i engelsk, Aalborg, Studiestart: sommerstart;75;5;258;77;6,1;4,5
3850;25525;International virksomhedskommunikation i spansk, Aalborg, Studiestart: sommerstart;11;0;36;10;Alle optaget, ledige pladser;
3860;25530;International virksomhedskommunikation i tysk, Aalborg, Studiestart: sommerstart;5;0;21;5;Alle optaget, ledige pladser;
3870;25610;Politik og Administration, Aalborg, Studiestart: sommerstart;104;4;297;84;4,7;Alle optaget
3880;25612;Samfundsfag, Aalborg, Studiestart: sommerstart;49;0;188;27;Alle optaget, ledige pladser;
3890;25615;Historie, Aalborg, Studiestart: sommerstart;76;6;266;86;5,7;4,9
3900;25620;Sociologi, Aalborg, Studiestart: sommerstart;180;9;582;183;7,7;7,2
3910;25625;Økonomi, Aalborg, Studiestart: sommerstart;62;0;166;50;Alle optaget, ledige pladser;
3920;25630;Jura, Aalborg, Studiestart: sommerstart;125;7;829;248;9,5;9,3
3930;25640;Organisatorisk læring, Aalborg, Studiestart: sommerstart;63;0;111;51;Alle optaget, ledige pladser;
3940;25650;Innovation og digitalisering, Aalborg, Studiestart: sommerstart;35;0;114;25;Alle optaget, ledige pladser;
3950;25710;Erhvervsøkonomi, HA, Aalborg, Studiestart: sommerstart;318;1;689;293;4,2;Alle optaget
3960;25715;Erhvervsøkonomi-jura, HA (jur.), Aalborg, Studiestart: sommerstart;115;8;481;111;7,7;7,4
3970;25810;Professionsbachelor, socialrådgiver, Aalborg, Studiestart: sommerstart;237;15;581;256;6,3;4,4
3980;26511;Teknisk videnskab (civilingeniør) Bygge- og anlægskonstruktion, Esbjerg, Studiestart: sommerstart;1;0;10;0;Alle optaget, ledige pladser;
3990;26512;Bachelor of Science (BSc) in Engineering (Applied Industrial Electronics), Esbjerg, Study start: Summer start;19;0;79;27;Alle optaget, ledige pladser;
4000;26513;Teknisk videnskab (civilingeniør) Energi, Esbjerg, Studiestart: sommerstart;11;0;31;12;Alle optaget, ledige pladser;
4010;26525;Bachelor of Science (BSc) in Engineering (Chemical Engineering and Biotechnology), Esbjerg, Study start: Summer start;25;0;102;48;Alle optaget, ledige pladser;
4020;26620;Diplomingeniør, kemi- og bioteknologi, Esbjerg, Studiestart: sommerstart;10;0;41;11;Alle optaget, ledige pladser;
4030;26630;Diplomingeniør, byggeri og anlæg, Esbjerg, Studiestart: sommerstart;12;0;45;16;Alle optaget, ledige pladser;
4040;26650;Diplomingeniør, maskinteknik, Esbjerg, Studiestart: sommerstart;18;0;32;21;Alle optaget, ledige pladser;
4050;;Aalborg Universitet i alt;4.416;121;15.351;4.984;;
4060;;Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering;;;;;;
4070;30010;Arkitekt, København K, Studiestart: sommerstart;162;0;928;637;100 % kvote 2;
4080;32010;Designer, København K, Studiestart: sommerstart;78;0;611;366;100 % kvote 2;
4090;32020;Bachelor of Crafts in Glass and Ceramics, Nexø, Study start: Summer start;16;1;58;46;100 % kvote 2;
4100;33010;Konservator, København K, Studiestart: sommerstart;36;0;85;65;100 % kvote 2;
4110;;Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering i alt;292;1;1.682;1.114;;
4120;;Arkitektskolen Aarhus;;;;;;
4130;30060;Arkitekt, Aarhus C, Studiestart: sommerstart;110;5;703;296;100 % kvote 2;
4140;;Arkitektskolen Aarhus i alt;110;5;703;296;;
4150;;Designskolen Kolding;;;;;;
4160;32110;Designer, Kolding, Studiestart: sommerstart;74;6;366;201;100 % kvote 2;
4170;;Designskolen Kolding i alt;74;6;366;201;;
4180;;Københavns Professionshøjskole;;;;;;
4190;40010;Professionsbachelor, psykomotorik, Hillerød, Studiestart: sommerstart;56;16;225;159;100 % kvote 2;
4200;40510;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: sommerstart;75;16;194;103;7,4;Alle optaget, ledige pladser
4210;40512;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: vinterstart;35;12;161;47;6,6;Alle optaget, ledige pladser
4220;40610;Professionsbachelor, bioanalytiker, København N, Studiestart: sommerstart;75;20;447;157;8,0;5,5
4230;40612;Professionsbachelor, bioanalytiker, København N, Studiestart: vinterstart;72;30;439;83;6,3;3,9
4240;42020;Professionsbachelor, ergoterapeut, København N, Studiestart: sommerstart;72;16;413;161;8,0;6,9
4250;42022;Professionsbachelor, ergoterapeut, København N, Studiestart: vinterstart;72;25;441;76;6,5;3,8
4260;45010;Professionsbachelor, ernæring og sundhed, København N, Studiestart: sommerstart;123;33;448;183;7,9;Alle optaget, ledige pladser
4270;45015;Professionsbachelor, ernæring og sundhed, København N, Studiestart: vinterstart;115;14;387;107;5,4;Alle optaget, ledige pladser
4280;46020;Professionsbachelor, folkeskolelærer, Frederiksberg, Studiestart: sommerstart;216;0;656;230;Alle optaget, ledige pladser;
4290;46036;Professionsbachelor, folkeskolelærer, Rønne, Studiestart: sommerstart;13;0;30;20;Alle optaget, ledige pladser;
4300;46210;Professionsbachelor, folkeskolelærer, København V, Studiestart: sommerstart;392;0;1.006;441;Alle optaget, ledige pladser;
4310;46215;Professionsbachelor, folkeskolelærer, København V, Studiestart: vinterstart;63;0;361;83;Alle optaget, ledige pladser;
4320;46220;Professionsbachelor, folkeskolelærer, København V, E-læring, Studiestart: sommerstart;48;0;159;65;Alle optaget, ledige pladser;
4330;47020;Professionsbachelor, fysioterapeut, København N, Studiestart: sommerstart;109;18;947;425;10,1;9,7
4340;47022;Professionsbachelor, fysioterapeut, København N, Studiestart: vinterstart;110;30;746;148;9,3;8,4
4350;47040;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: sommerstart;40;14;473;82;8,7;7,8
4360;47045;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: vinterstart;40;20;367;31;7,6;7,2
4370;50010;Professionsbachelor, jordemoder, København N, Studiestart: sommerstart;53;7;576;258;11,1;10,8
4380;50012;Professionsbachelor, jordemoder, København N, Studiestart: vinterstart;54;10;630;125;10,6;10,4
4390;50810;Professionsbachelor, kristendom, kultur og kommunikation, Frederiksberg, Studiestart: sommerstart;18;0;41;15;Alle optaget, ledige pladser;
4400;52450;Professionsbachelor, natur- og kulturformidling, Fredensborg, Studiestart: sommerstart;35;8;120;67;8,4;7,8
4410;52610;Professionsbachelor, offentlig administration, København N, Studiestart: sommerstart;90;9;344;98;5,3;Alle optaget, ledige pladser
4420;52612;Professionsbachelor, offentlig administration, København N, Studiestart: vinterstart;45;9;279;57;4,9;Alle optaget, ledige pladser
4430;53050;Professionsbachelor, pædagog, København V, Studiestart: sommerstart;770;40;1.589;916;4,6;Alle optaget, ledige pladser
4440;53055;Professionsbachelor, pædagog, København V, Studiestart: vinterstart;317;0;1.017;297;Alle optaget, ledige pladser;
4450;53100;Professionsbachelor, pædagog, Hillerød, Studiestart: sommerstart;160;1;522;175;3,7;Alle optaget, ledige pladser
4460;53102;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: sommerstart;40;5;154;54;4,6;Alle optaget, ledige pladser
4470;53104;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: vinterstart;7;0;54;7;Alle optaget, ledige pladser;
4480;53105;Professionsbachelor, pædagog, Hillerød, Studiestart: vinterstart;32;0;310;30;Alle optaget, ledige pladser;
4490;53120;Professionsbachelor, pædagog, Rønne, Studiestart: sommerstart;40;3;71;52;5,0;Alle optaget, ledige pladser
4500;54020;Professionsbachelor, radiograf, København N, Studiestart: sommerstart;45;10;341;98;8,6;6,6
4510;54022;Professionsbachelor, radiograf, København N, Studiestart: vinterstart;45;20;365;62;7,3;5,8
4520;54710;Professionsbachelor, skat, København N, Studiestart: sommerstart;53;15;285;72;6,4;4,9
4530;55010;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: sommerstart;210;35;1.138;487;8,1;6,0
4540;55012;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: vinterstart;210;66;1.015;201;6,4;4,3
4550;55017;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: sommerstart;40;10;521;146;7,9;5,7
4560;55019;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: vinterstart;40;20;537;64;6,4;4,5
4570;56020;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: sommerstart;43;9;766;156;9,6;8,2
4580;56022;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: vinterstart;43;18;695;93;8,7;6,6
4590;56040;Professionsbachelor, sygeplejerske, København N, Studiestart: sommerstart;441;60;1.627;651;7,1;5,4
4600;56042;Professionsbachelor, sygeplejerske, København N, Studiestart: vinterstart;485;63;1.699;420;4,6;Alle optaget, ledige pladser
4610;56080;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: sommerstart;111;16;518;139;6,0;4,0
4620;56082;Professionsbachelor, sygeplejerske, Hillerød, E-læring, Studiestart: sommerstart;35;13;191;67;5,6;3,0
4630;56085;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: vinterstart;92;0;497;44;Alle optaget, ledige pladser;
4640;56087;Professionsbachelor, sygeplejerske, Hillerød, E-læring, Studiestart: vinterstart;35;3;148;29;2,2;Alle optaget, ledige pladser
4650;56100;Professionsbachelor, sygeplejerske, Rønne, Studiestart: sommerstart;19;0;62;17;Alle optaget, ledige pladser;
4660;56105;Professionsbachelor, sygeplejerske, Rønne, Studiestart: vinterstart;10;0;52;6;Alle optaget, ledige pladser;
4670;57030;Professionsbachelor, dansk tegnsprog og tolkning, København V, Studiestart: sommerstart;14;0;45;26;100 % kvote 2, ledige pladser;
4680;57320;Professionsbachelor, tekstildesign, -håndværk og formidling, København V, Studiestart: sommerstart;48;0;94;52;100 % kvote 2, ledige pladser;
4690;70010;Administrationsøkonom, København N, Studiestart: sommerstart;82;7;341;79;3,8;Alle optaget, ledige pladser
4700;78010;Laborant, København N, Studiestart: sommerstart;77;1;246;75;3,2;Alle optaget, ledige pladser
4710;78012;Laborant, København N, Studiestart: vinterstart;51;0;258;43;Alle optaget, ledige pladser;
4720;;Københavns Professionshøjskole i alt;5.616;722;25.048;7.779;;
4730;;Professionshøjskolen Absalon;;;;;;
4740;40630;Professionsbachelor, bioanalytiker, Kalundborg, Studiestart: sommerstart;21;1;92;28;6,1;Alle optaget
4750;40640;Professionsbachelor, bioanalytiker, Næstved, Studiestart: sommerstart;57;6;189;67;5,7;Alle optaget
4760;42040;Professionsbachelor, ergoterapeut, Næstved, Studiestart: sommerstart;75;6;214;69;4,5;Alle optaget
4770;44250;Professionsbachelor, Leisure Management, Roskilde, Studiestart: sommerstart;160;15;336;196;5,6;4,6
4780;45110;Professionsbachelor, ernæring og sundhed, Sorø, Studiestart: sommerstart;85;3;206;81;4,0;Alle optaget
4790;46045;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: sommerstart;136;0;395;156;Alle optaget, ledige pladser;
4800;46046;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: vinterstart;17;0;173;17;Alle optaget, ledige pladser;
4810;46047;Professionsbachelor, folkeskolelærer, Roskilde, E-læring, Studiestart: sommerstart;43;0;143;62;Alle optaget, ledige pladser;
4820;46070;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: sommerstart;86;0;189;123;Alle optaget, ledige pladser;
4830;46072;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: vinterstart;3;0;56;9;Alle optaget, ledige pladser;
4840;47050;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: sommerstart;48;5;547;131;8,9;8,5
4850;47052;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: vinterstart;46;7;415;49;8,1;7,2
4860;47060;Professionsbachelor, fysioterapeut, Næstved, Studiestart: sommerstart;53;5;354;79;8,0;7,5
4870;47062;Professionsbachelor, fysioterapeut, Næstved, Studiestart: vinterstart;33;7;259;37;6,9;6,7
4880;48500;Diplomingeniør, bioteknologi, Kalundborg, Studiestart: sommerstart;21;0;48;20;Alle optaget, ledige pladser;
4890;48505;Bachelor of Engineering in Biotechnology, Kalundborg, Study start: Summer start;25;0;102;45;Alle optaget, ledige pladser;
