;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
2500;22205;Arabisk- og islamstudier, Aarhus C, Studiestart: sommerstart;35;5;117;46;6,5;4,6
2510;22210;Brasilianske studier, Aarhus C, Studiestart: sommerstart;5;0;23;3;Alle optaget, ledige pladser;
2520;22215;Dramaturgi, Aarhus C, Studiestart: sommerstart;40;4;152;78;8,6;7,9
2530;22220;Engelsk, Aarhus C, Studiestart: sommerstart;91;9;397;140;8,1;7,0
2540;22225;Antropologi, Aarhus C, Studiestart: sommerstart;86;12;644;223;11,2;10,9
2550;22230;Filosofi, Aarhus C, Studiestart: sommerstart;61;8;330;82;8,0;6,7
2560;22245;Fransk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart;18;0;55;15;Alle optaget;
2570;22255;Historie, Aarhus C, Studiestart: sommerstart;100;12;488;162;8,1;7,3
2580;22260;Idéhistorie, Aarhus C, Studiestart: sommerstart;43;5;280;66;8,2;7,3
2590;22265;Indien- og sydasienstudier, Aarhus C, Studiestart: sommerstart;12;0;40;1;Alle optaget, ledige pladser;
2600;22270;Informationsvidenskab, Aarhus C, Studiestart: sommerstart;84;4;275;84;7,5;7,1
2610;22280;Japanstudier, Aarhus C, Studiestart: sommerstart;30;5;141;70;8,3;6,9
2620;22285;Kinastudier, Aarhus C, Studiestart: sommerstart;29;5;97;44;7,2;5,3
2630;22288;Arkæologi, Aarhus C, Studiestart: sommerstart;44;8;187;62;6,7;5,5
2640;22290;Klassisk arkæologi, Aarhus C, Studiestart: sommerstart;23;6;78;20;6,1;Alle optaget
2650;22295;Klassiske sprog, Aarhus C, Studiestart: sommerstart;22;1;47;15;4,1;Alle optaget
2660;22300;Kunsthistorie, Aarhus C, Studiestart: sommerstart;53;7;211;79;8,5;7,8
2670;22310;Lingvistik, Aarhus C, Studiestart: sommerstart;29;4;158;52;9,9;9,1
2680;22315;Litteraturhistorie, Aarhus C, Studiestart: sommerstart;45;4;196;57;8,9;8,5
2690;22320;Medievidenskab, Aarhus C, Studiestart: sommerstart;87;10;572;179;10,3;10,0
2700;22330;Musikvidenskab, Aarhus C, Studiestart: sommerstart;37;0;90;56;Alle optaget, ledige pladser;
2710;22335;Nordisk sprog og litteratur (dansk), Aarhus C, Studiestart: sommerstart;87;9;336;110;8,5;7,9
2720;22340;Religionsvidenskab, Aarhus C, Studiestart: sommerstart;50;8;250;58;8,2;6,4
2730;22350;Rusland- og balkanstudier, Aarhus C, Studiestart: sommerstart;30;5;89;40;6,3;5,0
2740;22355;Spansk og spanskamerikansk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart;33;0;87;31;Alle optaget;
2750;22365;Tysk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart;30;0;76;21;Alle optaget;
2760;22375;Æstetik og kultur, Aarhus C, Studiestart: sommerstart;37;6;207;63;10,1;9,8
2770;22380;Digital design - it, æstetik og interaktion, Aarhus C, Studiestart: sommerstart;47;3;236;70;8,7;8,2
2780;22390;Teologi, Aarhus C, Studiestart: sommerstart;63;3;162;69;5,3;Alle optaget
2790;22410;Erhvervsøkonomi, Aarhus C, Studiestart: sommerstart;75;0;485;95;7,4;
2800;22415;Jura, Aarhus C, Studiestart: sommerstart;420;40;1.577;623;9,5;9,2
2810;22419;Cognitive Science, Aarhus C, Study start: Summer start;64;6;481;243;11,8;11,4
2820;22420;Psykologi, Aarhus C, Studiestart: sommerstart;215;40;1.633;669;11,4;11,2
2830;22422;Samfundsfag, Aarhus C, Studiestart: sommerstart;37;10;316;62;10,0;8,9
2840;22425;Statskundskab, Aarhus C, Studiestart: sommerstart;275;40;855;349;9,7;8,9
2850;22430;Økonomi, Aarhus C, Studiestart: sommerstart;180;2;412;160;4,8;Alle optaget
2860;22450;Politik og økonomi , Aarhus C, Studiestart: sommerstart;65;9;227;70;7,2;Alle optaget
2870;22510;Uddannelsesvidenskab, Aarhus C, Studiestart: sommerstart;99;15;364;123;9,2;8,3
2880;22520;Uddannelsesvidenskab, København NV, Studiestart: sommerstart;99;15;293;99;7,1;6,3
2890;22610;Erhvervsøkonomi, HA, Aarhus C, Studiestart: sommerstart;540;29;1.489;637;7,7;7,1
2900;22615;Economics and Business Administration, Aarhus C, Study start: Summer start;220;9;1.002;378;8,5;8,0
2910;22650;Erhvervsøkonomi-erhvervsret, HA (jur.), Aarhus C, Studiestart: sommerstart;140;8;698;176;8,1;7,7
2920;22712;International virksomhedskommunikation i engelsk, Aarhus C, Studiestart: sommerstart;167;15;630;176;7,4;6,6
2930;22722;International virksomhedskommunikation i fransk, Aarhus C, Studiestart: sommerstart;17;0;49;11;Alle optaget, ledige pladser;
2940;22732;International virksomhedskommunikation i spansk, Aarhus C, Studiestart: sommerstart;62;0;117;41;Alle optaget, ledige pladser;
2950;22742;International virksomhedskommunikation i tysk, Aarhus C, Studiestart: sommerstart;57;0;116;42;Alle optaget, ledige pladser;
2960;22780;Marketing and Management Communication, Aarhus C, Study start: Summer start;165;15;920;363;9,3;8,9
2970;22810;Diplomingeniør, bioteknologi, Aarhus N, Studiestart: sommerstart;60;5;178;66;8,5;7,9
2980;22820;Diplomingeniør, bygning , Aarhus N, Studiestart: sommerstart;130;7;307;138;7,5;Alle optaget
2990;22825;Diplomingeniør, bygning , Aarhus N, Studiestart: vinterstart;38;0;146;47;Alle optaget, ledige pladser;
3000;22830;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: sommerstart;75;7;262;94;8,4;5,8
3010;22835;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: vinterstart;32;0;123;32;Alle optaget, ledige pladser;
3020;22840;Diplomingeniør, elektronik, Aarhus N, Studiestart: sommerstart;70;5;212;88;7,9;Alle optaget
3030;22845;Diplomingeniør, elektronik, Aarhus N, Studiestart: vinterstart;13;0;64;14;Alle optaget, ledige pladser;
3040;22850;Diplomingeniør, informations- og kommunikationsteknologi, Aarhus N, Studiestart: sommerstart;80;7;204;99;7,0;6,1
3050;22855;Diplomingeniør, informations- og kommunikationsteknologi, Aarhus N, Studiestart: vinterstart;28;0;80;26;Alle optaget, ledige pladser;
3060;22860;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: sommerstart;124;3;238;136;7,4;Alle optaget
3070;22865;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: vinterstart;33;0;103;35;Alle optaget, ledige pladser;
3080;22870;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: sommerstart;64;4;154;74;6,7;Alle optaget
3090;22875;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: vinterstart;24;0;52;22;Alle optaget, ledige pladser;
3100;22880;Diplomingeniør, sundhedsteknologi, Aarhus N, Studiestart: sommerstart;45;5;159;59;9,4;8,9
3110;22890;Diplomingeniør, kemi (kemiteknik), Aarhus N, Studiestart: sommerstart;60;5;175;74;7,0;4,6
3120;22900;Diplomingeniør, kemi og fødevareteknologi, Aarhus N, Studiestart: sommerstart;30;3;100;35;8,3;6,0
3130;22930;Erhvervsøkonomi, HA, Herning, Studiestart: sommerstart;98;0;242;78;Alle optaget, ledige pladser;
3140;22935;Economics and Business Administration, Herning, Study start: Summer start;60;0;278;44;Alle optaget, ledige pladser;
3150;22950;Diplomingeniør, Business Development Engineer, Herning, Studiestart: sommerstart;56;0;104;58;Alle optaget, ledige pladser;
3160;22955;Diplomingeniør, elektronik, Herning, Studiestart: sommerstart;38;0;65;48;Alle optaget, ledige pladser;
3170;22965;Bachelor of Engineering in Global Management and Manufacturing, Herning, Study start: Summer start;34;0;90;40;Alle optaget, ledige pladser;
3180;;Aarhus Universitet i alt;7.304;554;28.520;10.443;;
3190;;Aalborg Universitet;;;;;;
3200;25015;Teknisk videnskab (civilingeniør) Arkitektur og design, Aalborg, Studiestart: sommerstart;130;1;250;131;4,3;Alle optaget
3210;25017;Teknisk videnskab (civilingeniør) Bioteknologi, Aalborg, Studiestart: sommerstart;43;0;114;36;Alle optaget, ledige pladser;
3220;25020;Teknisk videnskab (civilingeniør) Byggeri og anlæg, Aalborg, Studiestart: sommerstart;48;0;107;46;Alle optaget, ledige pladser;
3230;25025;Teknisk videnskab (civilingeniør) Internetteknologier og computersystemer, Aalborg, Studiestart: sommerstart;18;0;46;18;Alle optaget, ledige pladser;
3240;25030;Teknisk videnskab (civilingeniør) Elektronik og it, Aalborg, Studiestart: sommerstart;23;0;71;27;Alle optaget, ledige pladser;
3250;25033;Bachelor of Science (BSc) in Engineering (Robotics), Aalborg, Study start: Summer start;52;0;228;90;Alle optaget, ledige pladser;
3260;25035;Teknisk videnskab (civilingeniør) Globale forretningssystemer, Aalborg, Studiestart: sommerstart;61;0;102;60;Alle optaget, ledige pladser;
3270;25040;Teknisk videnskab (civilingeniør) Maskin og produktion, Aalborg, Studiestart: sommerstart;38;0;82;38;Alle optaget, ledige pladser;
3280;25042;Teknisk videnskab (civilingeniør) Miljøvidenskab, Aalborg, Studiestart: sommerstart;14;0;51;13;Alle optaget, ledige pladser;
3290;25047;Teknisk videnskab (civilingeniør) Kemiteknologi, Aalborg, Studiestart: sommerstart;30;0;71;30;Alle optaget, ledige pladser;
3300;25050;Teknisk videnskab (civilingeniør) Nanoteknologi, Aalborg, Studiestart: sommerstart;19;0;48;19;Alle optaget, ledige pladser;
3310;25055;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, Aalborg, Studiestart: sommerstart;41;0;89;40;Alle optaget, ledige pladser;
3320;25060;Teknisk videnskab (civilingeniør) Software, Aalborg, Studiestart: sommerstart;162;0;286;165;Alle optaget;
3330;25065;Teknisk videnskab (civilingeniør) Sundhedsteknologi, Aalborg, Studiestart: sommerstart;53;0;130;39;Alle optaget, ledige pladser;
3340;25070;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, København SV, Studiestart: sommerstart;45;1;112;38;4,3;Alle optaget
3350;25071;Teknoantropologi, København SV, Studiestart: sommerstart;68;6;225;70;6,8;5,9
3360;25072;Bachelor of Science (BSc) in Engineering (Sustainable Biotechnology), København SV, Study start: Summer start;28;0;164;53;Alle optaget, ledige pladser;
3370;25075;Teknisk videnskab (civilingeniør) Energi, Aalborg, Studiestart: sommerstart;36;0;88;40;Alle optaget, ledige pladser;
3380;25078;Teknisk videnskab (civilingeniør) Bæredygtigt design, København SV, Studiestart: sommerstart;53;4;157;61;7,5;6,4
3390;25082;Bachelor of Science (BSc) in Engineering (Manufacturing and Operations Engineering), København SV, Study start: Summer start;25;0;153;30;Alle optaget, ledige pladser;
3400;25085;Landinspektørvidenskab, København SV, Studiestart: sommerstart;30;0;65;26;Alle optaget, ledige pladser;
3410;25090;Landinspektørvidenskab, Aalborg, Studiestart: sommerstart;36;0;72;39;Alle optaget, ledige pladser;
3420;25095;Bachelor of Science (BSc) in Engineering (IT, Communication and New Media), København SV, Study start: Summer start;68;0;295;87;Alle optaget;
3430;25100;Teknoantropologi, Aalborg, Studiestart: sommerstart;24;0;84;22;Alle optaget, ledige pladser;
3440;25220;Diplomingeniør, eksportteknologi, Aalborg, Studiestart: sommerstart;12;0;54;12;Alle optaget, ledige pladser;
3450;25230;Diplomingeniør, kemi- og bioteknologi, Aalborg, Studiestart: sommerstart;21;0;80;23;Alle optaget, ledige pladser;
3460;25240;Diplomingeniør, byggeri og anlæg, Aalborg, Studiestart: sommerstart;50;0;126;52;Alle optaget, ledige pladser;
3470;25250;Diplomingeniør, bæredygtig energiteknik, Aalborg, Studiestart: sommerstart;23;0;65;23;Alle optaget, ledige pladser;
3480;25260;Diplomingeniør, elektronik, Aalborg, Studiestart: sommerstart;25;0;69;25;Alle optaget, ledige pladser;
3490;25270;Diplomingeniør, maskinteknik, Aalborg, Studiestart: sommerstart;40;0;95;43;Alle optaget, ledige pladser;
3500;25305;Biologi, Aalborg, Studiestart: sommerstart;50;3;160;50;7,5;Alle optaget
3510;25306;Datalogi, Aalborg, Studiestart: sommerstart;89;0;277;87;Alle optaget;
3520;25307;Fysik, Aalborg, Studiestart: sommerstart;14;0;42;12;Alle optaget, ledige pladser;
3530;25311;Geografi, Aalborg, Studiestart: sommerstart;25;0;53;23;Alle optaget, ledige pladser;
3540;25312;Informatik, Aalborg, Studiestart: sommerstart;22;0;84;22;Alle optaget, ledige pladser;
3550;25313;Kemi, Aalborg, Studiestart: sommerstart;11;0;56;7;Alle optaget, ledige pladser;
3560;25314;Matematik, Aalborg, Studiestart: sommerstart;33;0;94;31;Alle optaget, ledige pladser;
3570;25315;Medialogy, København SV, Study start: Summer start;80;7;397;153;7,1;6,5
3580;25317;Medialogy, Aalborg, Study start: Summer start;79;7;252;115;6,2;3,8
3590;25318;Teknisk videnskab (civilingeniør) Matematik-teknologi, Aalborg, Studiestart: sommerstart;22;0;59;20;Alle optaget, ledige pladser;
3600;25319;Matematik-økonomi, Aalborg, Studiestart: sommerstart;36;0;93;34;Alle optaget, ledige pladser;
3610;25320;Medicin, Aalborg, Studiestart: sommerstart;162;15;1.772;385;10,9;10,8
3620;25325;Idræt, Aalborg, Studiestart: sommerstart;97;0;274;92;Alle optaget, ledige pladser;
3630;25330;Medicin med industriel specialisering, Aalborg, Studiestart: sommerstart;117;8;333;90;8,7;8,1
3640;25335;Teknisk videnskab (civilingeniør) Produkt- og designpsykologi, Aalborg, Studiestart: sommerstart;23;0;67;15;Alle optaget, ledige pladser;
3650;25340;Informationsteknologi, Aalborg, Studiestart: sommerstart;52;0;142;48;Alle optaget, ledige pladser;
3660;25345;Art and Technology, Aalborg, Study start: Summer start;49;0;170;70;Alle optaget;
3670;25350;Interaktionsdesign, Aalborg, Studiestart: sommerstart;39;0;105;29;Alle optaget, ledige pladser;
3680;25405;Anvendt filosofi, Aalborg, Studiestart: sommerstart;53;0;159;38;Alle optaget, ledige pladser;
3690;25410;Dansk, Aalborg, Studiestart: sommerstart;52;4;179;61;6,3;4,5
3700;25420;Kommunikation og digitale medier, Aalborg, Studiestart: sommerstart;106;7;371;118;7,7;7,1
3710;25425;Musik, Aalborg, Studiestart: sommerstart;17;0;39;18;Alle optaget, ledige pladser;
3720;25430;Musikterapi, Aalborg, Studiestart: sommerstart;13;0;38;20;Alle optaget, ledige pladser;
3730;25435;Psykologi, Aalborg, Studiestart: sommerstart;183;9;1.186;349;10,6;10,5
3740;25440;Kommunikation og digitale medier, København SV, Studiestart: sommerstart;67;4;562;141;9,1;9,0
3750;25450;Engelsk, Aalborg, Studiestart: sommerstart;68;6;268;79;5,3;4,5
3760;25455;Language and International Studies, English, Aalborg, Study start: Summer start;123;5;434;161;5,9;Alle optaget
3770;25460;Spansk sprog og internationale studier, Aalborg, Studiestart: sommerstart;25;0;69;24;Alle optaget, ledige pladser;
3780;25465;Tysk, Aalborg, Studiestart: sommerstart;12;0;28;12;Alle optaget, ledige pladser;
3790;25520;International virksomhedskommunikation i engelsk, Aalborg, Studiestart: sommerstart;60;5;305;93;6,6;5,9
3800;25525;International virksomhedskommunikation i spansk, Aalborg, Studiestart: sommerstart;8;0;47;8;Alle optaget, ledige pladser;
3810;25530;International virksomhedskommunikation i tysk, Aalborg, Studiestart: sommerstart;9;0;33;10;Alle optaget, ledige pladser;
3820;25610;Politik og Administration, Aalborg, Studiestart: sommerstart;104;0;272;95;Alle optaget;
3830;25612;Samfundsfag, Aalborg, Studiestart: sommerstart;59;0;223;35;Alle optaget;
3840;25615;Historie, Aalborg, Studiestart: sommerstart;77;6;264;63;5,1;3,5
3850;25620;Sociologi, Aalborg, Studiestart: sommerstart;178;9;572;163;6,6;5,5
3860;25625;Økonomi, Aalborg, Studiestart: sommerstart;47;0;144;42;Alle optaget, ledige pladser;
3870;25630;Jura, Aalborg, Studiestart: sommerstart;124;7;939;269;9,7;9,6
3880;25640;Organisatorisk læring, Aalborg, Studiestart: sommerstart;51;0;107;42;Alle optaget, ledige pladser;
3890;25650;Innovation og digitalisering, Aalborg, Studiestart: sommerstart;23;0;71;20;Alle optaget, ledige pladser;
3900;25710;Erhvervsøkonomi, HA, Aalborg, Studiestart: sommerstart;318;14;862;382;6,7;6,0
3910;25712;Economics and Business Administration, Aalborg, Study start: Summer start;149;2;540;154;4,1;Alle optaget
3920;25715;Erhvervsøkonomi-jura, HA (jur.), Aalborg, Studiestart: sommerstart;114;8;485;108;7,4;7,1
3930;25810;Professionsbachelor, socialrådgiver, Aalborg, Studiestart: sommerstart;218;12;574;248;7,1;6,5
3940;26511;Teknisk videnskab (civilingeniør) Bygge- og anlægskonstruktion, Esbjerg, Studiestart: sommerstart;1;0;9;1;Alle optaget, ledige pladser;
3950;26512;Bachelor of Science (BSc) in Engineering (Applied Industrial Electronics), Esbjerg, Study start: Summer start;14;0;75;29;Alle optaget, ledige pladser;
3960;26513;Teknisk videnskab (civilingeniør) Energi, Esbjerg, Studiestart: sommerstart;23;0;43;25;Alle optaget, ledige pladser;
3970;26525;Bachelor of Science (BSc) in Engineering (Chemical Engineering and Biotechnology), Esbjerg, Study start: Summer start;17;0;118;43;Alle optaget, ledige pladser;
3980;26620;Diplomingeniør, kemi- og bioteknologi, Esbjerg, Studiestart: sommerstart;12;0;40;13;Alle optaget, ledige pladser;
3990;26630;Diplomingeniør, byggeri og anlæg, Esbjerg, Studiestart: sommerstart;16;0;47;15;Alle optaget, ledige pladser;
4000;26650;Diplomingeniør, maskinteknik, Esbjerg, Studiestart: sommerstart;14;0;44;16;Alle optaget, ledige pladser;
4010;;Aalborg Universitet i alt;4.671;150;17.156;5.574;;
4020;;Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering;;;;;;
4030;30010;Arkitekt, København K, Studiestart: sommerstart;168;8;898;596;100 % kvote 2;
4040;32010;Designer, København K, Studiestart: sommerstart;74;6;544;323;100 % kvote 2;
4050;32015;Bachelor of Arts (BA) in Design, Nexø, Study start: Summer start;18;2;59;47;100 % kvote 2;
4060;;Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering i alt;260;16;1.501;966;;
4070;;Arkitektskolen Aarhus;;;;;;
4080;30060;Arkitekt, Aarhus C, Studiestart: sommerstart;120;10;863;387;100 % kvote 2;
4090;;Arkitektskolen Aarhus i alt;120;10;863;387;;
4100;;Designskolen Kolding;;;;;;
4110;32110;Designer, Kolding, Studiestart: sommerstart;85;6;431;235;100 % kvote 2;
4120;;Designskolen Kolding i alt;85;6;431;235;;
4130;;Professionshøjskolen Metropol (Københavns Professionshøjskole);;;;;;
4140;40510;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: sommerstart;75;15;245;118;7,6;5,8
4150;40512;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: vinterstart;35;2;100;24;4,1;Alle optaget, ledige pladser
4160;40610;Professionsbachelor, bioanalytiker, København N, Studiestart: sommerstart;75;15;565;194;8,3;7,1
4170;40612;Professionsbachelor, bioanalytiker, København N, Studiestart: vinterstart;72;21;329;64;6,7;Alle optaget, ledige pladser
4180;42020;Professionsbachelor, ergoterapeut, København N, Studiestart: sommerstart;72;16;310;116;7,1;6,0
4190;42022;Professionsbachelor, ergoterapeut, København N, Studiestart: vinterstart;67;0;227;33;Alle optaget, ledige pladser;
4200;45010;Professionsbachelor, ernæring og sundhed, København N, Studiestart: sommerstart;108;35;478;196;7,9;6,3
4210;45012;Bachelor of Global Nutrition and Health, København N, Study start: Summer start;58;14;268;124;8,0;Alle optaget, ledige pladser
4220;45015;Professionsbachelor, ernæring og sundhed, København N, Studiestart: vinterstart;90;0;309;65;Alle optaget, ledige pladser;
4230;46020;Professionsbachelor, folkeskolelærer, Frederiksberg, Studiestart: sommerstart;222;0;668;225;Alle optaget, ledige pladser;
4240;47020;Professionsbachelor, fysioterapeut, København N, Studiestart: sommerstart;109;18;1.040;495;9,9;9,1
4250;47022;Professionsbachelor, fysioterapeut, København N, Studiestart: vinterstart;110;36;658;103;8,4;7,1
4260;50010;Professionsbachelor, jordemoder, København N, Studiestart: sommerstart;53;6;635;310;11,4;11,3
4270;50012;Professionsbachelor, jordemoder, København N, Studiestart: vinterstart;54;10;500;98;10,5;10,3
4280;50810;Professionsbachelor, kristendom, kultur og kommunikation, Frederiksberg, Studiestart: sommerstart;28;0;54;25;Alle optaget, ledige pladser;
4290;52450;Professionsbachelor, natur- og kulturformidling, Fredensborg, Studiestart: sommerstart;35;8;105;61;8,0;5,9
4300;52610;Professionsbachelor, offentlig administration, København N, Studiestart: sommerstart;90;20;432;148;6,2;4,6
4310;52612;Professionsbachelor, offentlig administration, København N, Studiestart: vinterstart;44;0;159;25;Alle optaget, ledige pladser;
4320;54020;Professionsbachelor, radiograf, København N, Studiestart: sommerstart;45;10;405;122;8,7;7,3
4330;54022;Professionsbachelor, radiograf, København N, Studiestart: vinterstart;45;20;258;46;6,6;5,2
4340;54710;Professionsbachelor, skat, København N, Studiestart: sommerstart;50;20;317;99;6,9;3,3
4350;55010;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: sommerstart;210;35;1.246;524;8,0;7,3
4360;55012;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: vinterstart;210;50;752;133;6,1;Alle optaget, ledige pladser
4370;55017;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: sommerstart;40;10;542;122;7,2;6,4
4380;55019;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: vinterstart;40;17;348;25;5,2;Alle optaget, ledige pladser
4390;55020;Professionsbachelor, socialrådgiver, Rønne, Studiestart: sommerstart;35;2;70;50;5,5;4,3
4400;56020;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: sommerstart;43;7;740;128;9,6;7,8
4410;56022;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: vinterstart;43;12;664;64;7,3;6,3
4420;56040;Professionsbachelor, sygeplejerske, København N, Studiestart: sommerstart;443;60;1.823;750;7,3;6,6
4430;56042;Professionsbachelor, sygeplejerske, København N, Studiestart: vinterstart;445;8;1.103;211;2,0;
4440;70010;Administrationsøkonom, København N, Studiestart: sommerstart;125;3;384;84;2,7;Alle optaget, ledige pladser
4450;78010;Laborant, København N, Studiestart: sommerstart;77;15;423;149;7,4;5,4
4460;78012;Laborant, København N, Studiestart: vinterstart;54;0;187;31;Alle optaget, ledige pladser;
4470;;Professionshøjskolen Metropol (Københavns Professionshøjskole) i alt;3.302;485;16.344;4.962;;
4480;;Professionshøjskolen UCC (Københavns Professionshøjskole);;;;;;
4490;40010;Professionsbachelor, psykomotorik, Hillerød, Studiestart: sommerstart;57;12;250;172;100 % kvote 2;
4500;46036;Professionsbachelor, folkeskolelærer, Rønne, Studiestart: sommerstart;5;0;17;8;Alle optaget, ledige pladser;
4510;46210;Professionsbachelor, folkeskolelærer, København V, Studiestart: sommerstart;403;0;1.040;452;Alle optaget, ledige pladser;
4520;46215;Professionsbachelor, folkeskolelærer, København V, Studiestart: vinterstart;47;0;342;62;Alle optaget, ledige pladser;
4530;46220;Professionsbachelor, folkeskolelærer, København V, E-læring, Studiestart: sommerstart;48;0;164;58;Alle optaget, ledige pladser;
4540;47040;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: sommerstart;40;12;525;76;8,5;7,3
4550;47045;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: vinterstart;40;12;399;36;7,8;6,9
4560;53050;Professionsbachelor, pædagog, København V, Studiestart: sommerstart;770;84;1.761;950;5,2;Alle optaget, ledige pladser
4570;53055;Professionsbachelor, pædagog, København V, Studiestart: vinterstart;333;0;947;281;Alle optaget, ledige pladser;
4580;53100;Professionsbachelor, pædagog, Hillerød, Studiestart: sommerstart;160;13;596;204;4,2;Alle optaget, ledige pladser
4590;53102;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: sommerstart;40;8;142;62;4,8;Alle optaget, ledige pladser
4600;53104;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: vinterstart;13;0;69;11;Alle optaget, ledige pladser;
4610;53105;Professionsbachelor, pædagog, Hillerød, Studiestart: vinterstart;42;0;312;40;Alle optaget, ledige pladser;
4620;53120;Professionsbachelor, pædagog, Rønne, Studiestart: sommerstart;34;0;54;34;Alle optaget, ledige pladser;
4630;56080;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: sommerstart;83;15;638;142;6,7;5,5
4640;56082;Professionsbachelor, sygeplejerske, Hillerød, E-læring, Studiestart: sommerstart;30;10;230;72;6,3;4,7
4650;56085;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: vinterstart;83;16;517;58;5,1;Alle optaget, ledige pladser
4660;56087;Professionsbachelor, sygeplejerske, Hillerød, E-læring, Studiestart: vinterstart;30;15;180;38;4,7;2,8
4670;56100;Professionsbachelor, sygeplejerske, Rønne, Studiestart: sommerstart;20;2;48;23;5,3;Alle optaget, ledige pladser
4680;56105;Professionsbachelor, sygeplejerske, Rønne, Studiestart: vinterstart;7;0;34;4;Alle optaget, ledige pladser;
4690;57020;Professionsbachelor, dansk tegnsprog og tolkning, Aarhus C, Studiestart: sommerstart;0;0;52;13;Ikke oprettet;
4700;57030;Professionsbachelor, dansk tegnsprog og tolkning, København V, Studiestart: sommerstart;42;0;92;38;4,1;Alle optaget, ledige pladser
4710;57320;Professionsbachelor, tekstildesign, -håndværk og formidling, København V, Studiestart: sommerstart;48;2;90;52;100 % kvote 2;
4720;;Professionshøjskolen UCC (Københavns Professionshøjskole) i alt;2.375;201;8.499;2.886;;
4730;;Professionshøjskolen Absalon;;;;;;
4740;40640;Professionsbachelor, bioanalytiker, Næstved, Studiestart: sommerstart;77;10;277;97;6,6;5,9
4750;42040;Professionsbachelor, ergoterapeut, Næstved, Studiestart: sommerstart;74;0;195;49;Alle optaget;
4760;44112;Professionsbachelor, Leisure Management, Nykøbing F, Studiestart: sommerstart;0;0;42;15;Ikke oprettet;
4770;44250;Professionsbachelor, Leisure Management, Roskilde, Studiestart: sommerstart;155;11;300;152;4,7;Alle optaget
4780;45110;Professionsbachelor, ernæring og sundhed, Sorø, Studiestart: sommerstart;76;0;210;62;Alle optaget;
4790;45119;Professionsbachelor, ernæring og sundhed, Sorø, E-læring, Studiestart: vinterstart;52;0;132;47;Alle optaget;
4800;46045;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: sommerstart;115;0;462;143;Alle optaget, ledige pladser;
4810;46046;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: vinterstart;16;0;182;26;Alle optaget, ledige pladser;
4820;46047;Professionsbachelor, folkeskolelærer, Roskilde, E-læring, Studiestart: sommerstart;35;0;105;52;Alle optaget, ledige pladser;
4830;46070;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: sommerstart;115;0;282;165;Alle optaget, ledige pladser;
4840;46072;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: vinterstart;2;0;60;6;Alle optaget, ledige pladser;
4850;47050;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: sommerstart;48;6;702;157;9,1;8,7
4860;47052;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: vinterstart;46;8;522;45;8,5;7,8
4870;47060;Professionsbachelor, fysioterapeut, Næstved, Studiestart: sommerstart;53;6;360;74;7,7;6,9
4880;47062;Professionsbachelor, fysioterapeut, Næstved, Studiestart: vinterstart;33;8;240;22;6,5;6,0
4890;48500;Diplomingeniør, bioteknologi, Kalundborg, Studiestart: sommerstart;12;0;39;15;Alle optaget, ledige pladser;
4900;48505;Bachelor of Engineering in Biotechnology, Kalundborg, Study start: Summer start;23;0;72;32;Alle optaget, ledige pladser;
4910;52660;Professionsbachelor, offentlig administration, Næstved, Studiestart: sommerstart;83;0;191;57;Alle optaget, ledige pladser;
4920;52665;Professionsbachelor, offentlig administration, Næstved, Studiestart: vinterstart;8;0;59;4;Alle optaget, ledige pladser;
