;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
7240;51360;Professionsbachelor, maskinmester, Frederikshavn, Studiestart: sommerstart;98;0;120;92;Udenfor kvotesystem;
7250;;MARTEC i alt;98;0;120;92;;
7260;;Erhvervsakademiet Copenhagen Business Academy;;;;;;
7270;45810;Professionsbachelor, finans, København K, Studiestart: sommerstart;240;25;626;259;6,8;3,9
7280;71110;Datamatiker, Kongens Lyngby, Studiestart: sommer- og vinterstart;96;14;422;159;6,2;4,6
7290;74010;Finansøkonom, København K, Studiestart: sommer- og vinterstart;378;31;1.127;474;5,9;4,6
7300;74022;Finansøkonom, Rønne, Studiestart: sommerstart;8;0;20;11;Alle optaget, ledige pladser;
7310;74410;Financial controller, Kongens Lyngby, Studiestart: sommerstart;88;13;321;124;6,0;4,3
7320;74605;Handelsøkonom, København K, Studiestart: sommerstart;80;13;463;163;7,4;6,4
7330;77500;Miljøteknolog, Hillerød, Studiestart: sommerstart;24;0;56;24;Alle optaget, ledige pladser;
7340;78060;Laborant, Hillerød, Studiestart: sommer- og vinterstart;32;6;135;44;5,9;Alle optaget
7350;79010;Markedsføringsøkonom, København K, Studiestart: sommer- og vinterstart;400;28;971;370;5,4;3,8
7360;79015;AP Graduate in Marketing Management, København K, Study start: Summer start and winter start;84;10;331;88;7,1;Alle optaget
7370;79060;Markedsføringsøkonom, Kongens Lyngby, Studiestart: sommerstart;46;10;383;74;6,8;4,7
7380;79065;AP Graduate in Marketing Management, Kongens Lyngby, Study start: Summer start;39;0;168;28;Alle optaget;
7390;81060;Multimediedesigner, Kongens Lyngby, Studiestart: sommerstart;68;14;303;76;7,0;4,9
7400;86010;Serviceøkonom, København N, Studiestart: sommer- og vinterstart;208;0;495;186;Alle optaget, ledige pladser;
7410;86015;AP Graduate in Service, Hospitality and Tourism Management, København N, Study start: Summer start and winter start;90;4;240;104;6,4;Alle optaget
7420;86060;Serviceøkonom, Kongens Lyngby, Studiestart: sommerstart;45;0;200;34;Alle optaget, ledige pladser;
7430;86065;AP Graduate in Service, Hospitality and Tourism Management, Kongens Lyngby, Study start: Summer start;32;0;130;28;Alle optaget;
7440;86066;Serviceøkonom, Hillerød, Studiestart: sommerstart;8;0;52;6;Alle optaget, ledige pladser;
7450;86070;Serviceøkonom, Rønne, Studiestart: sommerstart;13;0;19;13;Alle optaget, ledige pladser;
7460;87010;Logistikøkonom , København K, Studiestart: sommerstart;80;6;232;82;4,1;Alle optaget
7470;;Erhvervsakademiet Copenhagen Business Academy i alt;2.059;174;6.694;2.347;;
7480;;Københavns Erhvervsakademi (KEA);;;;;;
7490;41010;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, København N, Studiestart: sommerstart;180;12;539;299;6,6;6,0
7500;41015;Bachelor of Architectural Technology and Construction Management, København N, Study start: Summer start;87;0;237;93;Alle optaget, ledige pladser;
7510;52710;Professionsbachelor, optometri, København N, Studiestart: sommerstart;100;6;241;107;3,3;Alle optaget
7520;58500;Professionsbachelor, økonomi og It, København NV, Studiestart: sommerstart;75;5;326;109;6,2;5,8
7530;58505;Bachelor of Economics and Information Technology, København NV, Study start: Summer start;80;5;310;75;5,2;2,6
7540;59015;Bachelor in Jewellery, Technology and Business, København N, Study start: Summer start;45;4;310;158;100 % kvote 2;
7550;70310;Automationsteknolog, København N, Studiestart: sommerstart;40;0;68;33;Alle optaget, ledige pladser;
7560;71060;Datamatiker, København NV, Studiestart: sommerstart;160;12;475;173;6,1;5,7
7570;71065;AP Graduate in Computer Science, København NV, Study start: Summer start;55;5;322;123;6,9;6,6
7580;72010;Byggekoordinator, København N, Studiestart: sommerstart;35;3;118;40;4,1;3,5
7590;73010;Designteknolog, København N, Studiestart: sommerstart;165;12;739;425;100 % kvote 2;
7600;73015;AP Graduate in Design, Technology and Business, København N, Study start: Summer start;45;5;458;164;100 % kvote 2;
7610;73310;Energiteknolog, København N, Studiestart: sommerstart;31;0;69;31;Alle optaget, ledige pladser;
7620;73610;E-designer, København N, Studiestart: sommerstart;85;5;303;115;100 % kvote 2;
7630;75010;Installatør, stærkstrøm, København N, Studiestart: sommerstart;36;0;52;40;100 % kvote 2;
7640;75015;Installatør, VVS, København N, Studiestart: sommerstart;24;0;26;25;100 % kvote 2;
7650;76010;It-teknolog, København N, Studiestart: sommerstart;80;6;208;88;4,7;3,8
7660;81010;Multimediedesigner, København NV, Studiestart: sommerstart;140;10;500;170;7,3;6,5
7670;81015;AP Graduate in Multimedia Design and Communication, København NV, Study start: Summer start;80;7;502;185;8,3;7,8
7680;84010;Produktionsteknolog, København N, Studiestart: sommerstart;51;0;99;50;Alle optaget, ledige pladser;
7690;84015;AP Graduate in Production Technology, København N, Study start: Summer start;32;0;84;28;Alle optaget, ledige pladser;
7700;;Københavns Erhvervsakademi (KEA) i alt;1.626;97;5.986;2.531;;
7710;;Erhvervsakademi Sjælland;;;;;;
7720;41060;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, Studiestart: sommerstart;80;4;188;82;3,7;Alle optaget
7730;41062;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, Studiestart: vinterstart;24;0;69;18;Alle optaget;
7740;41067;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, E-læring, Studiestart: sommerstart;30;0;61;34;4,3;Alle optaget
7750;41069;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, E-læring, Studiestart: vinterstart;2;0;23;7;Alle optaget;
7760;47710;Professionsbachelor, have- og parkingeniør, Roskilde, Studiestart: sommerstart;39;0;78;38;Alle optaget, ledige pladser;
7770;70020;Administrationsøkonom, Køge, Studiestart: sommerstart;26;0;116;25;Alle optaget, ledige pladser;
7780;70410;Autoteknolog, Næstved, Studiestart: sommerstart;18;0;31;16;Alle optaget, ledige pladser;
7790;71210;Datamatiker, Roskilde, Studiestart: sommerstart;57;9;245;84;6,0;4,2
7800;71212;Datamatiker, Roskilde, Studiestart: vinterstart;30;4;120;27;4,3;Alle optaget
7810;71215;AP Graduate in Computer Science, Roskilde, Study start: Summer start;24;3;250;52;9,7;6,8
7820;71310;Datamatiker, Næstved, Studiestart: sommerstart;20;4;84;35;6,6;Alle optaget
7830;74030;Finansøkonom, Næstved, Studiestart: sommerstart;124;11;356;130;4,2;Alle optaget
7840;74610;Handelsøkonom, Næstved, Studiestart: sommerstart;67;0;153;50;Alle optaget, ledige pladser;
7850;74615;AP Graduate in Commerce Management, Næstved, Study start: Summer start;17;0;87;24;Alle optaget, ledige pladser;
7860;75115;Installatør, VVS, Slagelse, Studiestart: sommerstart;3;0;7;4;100 % kvote 2, ledige pladser;
7870;75160;Installatør, stærkstrøm, Næstved, Studiestart: sommerstart;5;0;8;5;100 % kvote 2, ledige pladser;
7880;77010;Jordbrugsteknolog, Slagelse, Studiestart: sommerstart;35;0;62;40;Alle optaget, ledige pladser;
7890;78110;Laborant, Roskilde, Studiestart: sommerstart;28;4;163;47;7,9;6,0
7900;78112;Laborant, Roskilde, Studiestart: vinterstart;15;0;90;6;Alle optaget;
7910;78160;Laborant, Slagelse, Studiestart: sommerstart;25;3;93;26;5,1;3,2
7920;78162;Laborant, Slagelse, Studiestart: vinterstart;4;0;58;2;Alle optaget;
7930;79160;Markedsføringsøkonom, Roskilde, Studiestart: sommerstart;92;0;258;67;Alle optaget, ledige pladser;
7940;79161;Markedsføringsøkonom, Roskilde, E-læring, Studiestart: sommerstart;23;0;88;21;Alle optaget, ledige pladser;
7950;79162;Markedsføringsøkonom, Roskilde, Studiestart: vinterstart;29;0;88;18;Alle optaget;
7960;79163;Markedsføringsøkonom, Roskilde, E-læring, Studiestart: vinterstart;5;0;31;5;Alle optaget;
7970;79165;AP Graduate in Marketing Management, Roskilde, Study start: Summer start;23;1;263;65;10,8;Alle optaget
7980;79180;Markedsføringsøkonom, Nykøbing F, Studiestart: sommerstart;20;0;39;19;Alle optaget, ledige pladser;
7990;81160;Multimediedesigner, Slagelse, Studiestart: sommerstart;46;0;113;42;2,6;Alle optaget
8000;81210;Multimediedesigner, Køge, Studiestart: sommerstart;62;0;155;47;Alle optaget, ledige pladser;
8010;81215;AP Graduate in Multimedia Design and Communication, Køge, Study start: Summer start;27;3;211;39;11,3;6,8
8020;81230;Multimediedesigner, Nykøbing F, Studiestart: sommerstart;13;0;33;13;Alle optaget, ledige pladser;
8030;83060;Procesteknolog (ernærings-, fiskeri-, fødevare-, mejeri- og procesteknologi), Roskilde, Studiestart: sommerstart;35;4;92;47;5,6;Alle optaget
8040;83065;Procesteknolog (ernærings-, fiskeri-, fødevare-, mejeri- og procesteknologi), Roskilde, Studiestart: vinterstart;5;0;34;8;Alle optaget;
8050;84060;Produktionsteknolog, Slagelse, Studiestart: sommerstart;22;0;32;21;Alle optaget, ledige pladser;
8060;86080;Serviceøkonom, Slagelse, Studiestart: sommerstart;29;0;74;29;Alle optaget, ledige pladser;
8070;86082;AP Graduate in Service, Hospitality and Tourism Management, Slagelse, Study start: Summer start;12;0;103;13;Alle optaget, ledige pladser;
8080;86085;AP Graduate in Service, Hospitality and Tourism Management, Køge, Study start: Summer start;54;0;182;50;Alle optaget, ledige pladser;
8090;86090;Serviceøkonom, Køge, Studiestart: sommerstart;8;0;65;10;Alle optaget, ledige pladser;
8100;86092;Serviceøkonom, Køge, Studiestart: vinterstart;5;0;20;4;Alle optaget;
8110;87030;Logistikøkonom , Køge, Studiestart: sommerstart;23;0;71;20;Alle optaget, ledige pladser;
8120;87035;AP Graduate in Logistic Management, Køge, Study start: Summer start;22;0;109;27;Alle optaget, ledige pladser;
8130;;Erhvervsakademi Sjælland i alt;1.228;50;4.403;1.317;;
8140;;Erhvervsakademiet Lillebælt;;;;;;
8150;41110;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Odense C, Studiestart: sommerstart;84;0;181;78;Alle optaget, ledige pladser;
8160;41120;Bachelor of Architectural Technology and Construction Management, Odense C, Study start: Summer start;32;0;124;43;Alle optaget, ledige pladser;
8170;45830;Professionsbachelor, finans, Odense C, Studiestart: sommerstart;111;5;289;108;4,4;3,7
8180;58040;Professionsbachelor, økonomi og It, Vejle, Studiestart: sommerstart;0;0;36;7;Ikke oprettet;
8190;70330;Automationsteknolog, Odense C, Studiestart: sommerstart;25;0;54;34;Alle optaget, ledige pladser;
8200;70430;Autoteknolog, Odense C, Studiestart: sommerstart;12;0;23;10;Alle optaget, ledige pladser;
8210;71410;Datamatiker, Odense C, Studiestart: sommerstart;101;2;238;108;3,8;Alle optaget, ledige pladser
8220;71560;Datamatiker, Vejle, Studiestart: sommerstart;32;0;107;29;Alle optaget, ledige pladser;
8230;72110;Byggekoordinator, Odense C, Studiestart: sommerstart;6;0;43;9;Alle optaget, ledige pladser;
8240;73330;Energiteknolog, Odense C, Studiestart: sommerstart;15;0;34;17;Alle optaget, ledige pladser;
8250;74060;Finansøkonom, Odense C, Studiestart: sommerstart;117;3;387;135;4,6;4,0
8260;74430;Financial controller, Odense C, Studiestart: sommerstart;39;3;165;50;6,4;5,4
8270;74625;Handelsøkonom, Odense C, Studiestart: sommerstart;38;4;160;53;6,6;5,0
8280;74630;Handelsøkonom, Vejle, Studiestart: sommerstart;35;0;79;36;Alle optaget, ledige pladser;
8290;75210;Installatør, stærkstrøm, Odense C, Studiestart: sommerstart;10;0;12;10;100 % kvote 2;
8300;75215;Installatør, VVS, Odense C, Studiestart: sommerstart;8;0;13;11;100 % kvote 2;
8310;75260;Installatør, stærkstrøm, Vejle, Studiestart: sommerstart;9;0;12;10;100 % kvote 2;
8320;76065;AP Graduate in IT Technology, Odense C, Study start: Summer start;32;0;161;48;Alle optaget;
8330;76200;It-teknolog, Odense C, Studiestart: sommerstart;42;4;124;47;4,8;3,3
8340;77060;Jordbrugsteknolog, Odense C, Studiestart: sommerstart;34;0;69;39;Alle optaget, ledige pladser;
8350;78210;Laborant, Odense C, Studiestart: sommerstart;34;2;116;37;5,9;Alle optaget, ledige pladser
8360;79210;Markedsføringsøkonom, Odense C, Studiestart: sommerstart;124;0;281;110;Alle optaget, ledige pladser;
8370;79215;AP Graduate in Marketing Management, Odense C, Study start: Summer start;42;0;269;71;Alle optaget;
8380;81310;Multimediedesigner, Odense C, Studiestart: sommerstart;92;0;205;79;Alle optaget, ledige pladser;
8390;83110;Procesteknolog (ernærings-, fiskeri-, fødevare-, mejeri- og procesteknologi), Odense C, Studiestart: sommerstart;33;1;61;36;3,2;Alle optaget, ledige pladser
8400;83160;Procesteknolog (ernærings-, fiskeri-, fødevare-, mejeri- og procesteknologi), Vejle, Studiestart: sommerstart;29;0;57;29;Alle optaget, ledige pladser;
8410;84110;Produktionsteknolog, Odense C, Studiestart: sommerstart;23;0;42;27;Alle optaget, ledige pladser;
8420;86110;Serviceøkonom, Odense C, Studiestart: sommerstart;85;0;157;81;Alle optaget;
8430;86115;AP Graduate in Service, Hospitality and Tourism Management, Odense C, Study start: Summer start;47;0;256;70;Alle optaget;
8440;86130;Serviceøkonom, Vejle, Studiestart: sommerstart;34;0;69;34;Alle optaget, ledige pladser;
8450;86135;AP Graduate in Service, Hospitality and Tourism Management, Vejle, Study start: Summer start;36;0;145;45;Alle optaget;
8460;87060;Logistikøkonom , Vejle, Studiestart: sommerstart;26;0;57;24;Alle optaget, ledige pladser;
8470;87065;AP Graduate in Logistic Management, Vejle, Study start: Summer start;26;0;93;39;Alle optaget;
8480;;Erhvervsakademiet Lillebælt i alt;1.413;24;4.119;1.564;;
8490;;Erhvervsakademi Kolding;;;;;;
8500;45840;Professionsbachelor, finans, Kolding, Studiestart: sommerstart;68;0;179;66;Alle optaget, ledige pladser;
8510;73650;E-designer, Kolding, Studiestart: sommerstart;23;0;51;25;100 % kvote 2;
8520;74070;Finansøkonom, Kolding, Studiestart: sommerstart;75;1;235;74;3,3;Alle optaget, ledige pladser
8530;74446;Financial controller, Kolding, Studiestart: sommerstart;31;0;81;30;Alle optaget, ledige pladser;
8540;79260;Markedsføringsøkonom, Kolding, Studiestart: sommerstart;56;0;113;52;Alle optaget, ledige pladser;
8550;79265;AP Graduate in Marketing Management, Kolding, Study start: Summer start;73;0;245;93;3,0;Alle optaget, ledige pladser
8560;81360;Multimediedesigner, Kolding, Studiestart: sommerstart;56;0;107;48;Alle optaget, ledige pladser;
8570;84130;Produktionsteknolog, Kolding, Studiestart: sommerstart;17;0;32;16;Alle optaget, ledige pladser;
8580;;Erhvervsakademi Kolding i alt;399;1;1.043;404;;
8590;;Erhvervsakademi SydVest;;;;;;
8600;41115;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Esbjerg, Studiestart: sommer- og vinterstart;42;0;72;42;Alle optaget, ledige pladser;
8610;71460;Datamatiker, Sønderborg, Studiestart: sommerstart;20;2;50;27;5,5;Alle optaget, ledige pladser
8620;71465;AP Graduate in Computer Science, Sønderborg, Study start: Summer start;11;0;87;17;6,3;Alle optaget, ledige pladser
8630;71510;Datamatiker, Esbjerg, Studiestart: sommerstart;40;0;81;45;3,2;Alle optaget, ledige pladser
8640;71515;AP Graduate in Computer Science, Esbjerg, Study start: Summer start;20;1;119;32;5,3;Alle optaget, ledige pladser
8650;72160;Byggekoordinator, Esbjerg, Studiestart: sommerstart;10;0;16;9;Alle optaget, ledige pladser;
8660;72166;Byggekoordinator, Sønderborg, Studiestart: sommerstart;7;0;15;7;Alle optaget, ledige pladser;
8670;73060;Designteknolog, Sønderborg, Studiestart: sommerstart;8;0;23;6;100 % kvote 2;
8680;73410;Driftsteknolog - Offshore, Esbjerg, Studiestart: sommerstart;14;0;22;11;Alle optaget, ledige pladser;
8690;74080;Finansøkonom, Esbjerg, Studiestart: sommerstart;87;0;155;85;Alle optaget, ledige pladser;
8700;74084;Finansøkonom, Sønderborg, Studiestart: sommerstart;35;0;72;38;Alle optaget, ledige pladser;
8710;75230;Installatør, stærkstrøm, Esbjerg, Studiestart: sommerstart;3;0;6;5;100 % kvote 2;
8720;79290;Markedsføringsøkonom, Sønderborg, Studiestart: sommerstart;18;0;38;18;Alle optaget, ledige pladser;
8730;79310;Markedsføringsøkonom, Esbjerg, Studiestart: sommerstart;40;0;79;45;Alle optaget, ledige pladser;
8740;79315;AP Graduate in Marketing Management, Esbjerg, Study start: Summer start and winter start;30;1;134;57;2,5;Alle optaget, ledige pladser
8750;81410;Multimediedesigner, Esbjerg, Studiestart: sommerstart;19;0;64;22;Alle optaget, ledige pladser;
8760;81412;AP Graduate in Multimedia Design and Communication, Esbjerg, Study start: Summer start;18;5;140;30;2,1;Alle optaget, ledige pladser
8770;81420;Multimediedesigner, Sønderborg, Studiestart: sommerstart;11;0;41;21;Alle optaget, ledige pladser;
8780;84160;Produktionsteknolog, Sønderborg, Studiestart: sommerstart;18;0;22;18;Alle optaget, ledige pladser;
8790;84210;Produktionsteknolog, Esbjerg, Studiestart: sommerstart;13;0;24;14;Alle optaget, ledige pladser;
8800;86114;Serviceøkonom, Sønderborg, Studiestart: sommerstart;14;0;31;14;Alle optaget, ledige pladser;
8810;86120;Serviceøkonom, Esbjerg, Studiestart: sommerstart;32;0;59;27;Alle optaget, ledige pladser;
8820;;Erhvervsakademi SydVest i alt;510;9;1.350;590;;
8830;;Erhvervsakademi MidtVest;;;;;;
8840;71610;Datamatiker, Herning, Studiestart: sommerstart;23;4;65;35;6,5;Alle optaget, ledige pladser
8850;72140;Byggekoordinator, Herning, Studiestart: sommerstart;0;0;10;1;Ikke oprettet;
8860;74090;Finansøkonom, Herning, Studiestart: sommerstart;54;0;137;51;Alle optaget, ledige pladser;
8870;74100;Finansøkonom, Holstebro, Studiestart: sommerstart;37;0;85;39;Alle optaget, ledige pladser;
8880;75310;Installatør, stærkstrøm, Herning, Studiestart: sommerstart;7;0;10;8;100 % kvote 2;
8890;75315;Installatør, VVS, Herning, Studiestart: sommerstart;10;0;13;11;100 % kvote 2;
8900;78310;Laborant, Holstebro, Studiestart: sommerstart;25;0;61;24;Alle optaget, ledige pladser;
8910;79360;Markedsføringsøkonom, Herning, Studiestart: sommerstart;44;0;92;42;Alle optaget, ledige pladser;
8920;81460;Multimediedesigner, Herning, Studiestart: sommerstart;32;0;70;29;Alle optaget, ledige pladser;
8930;83210;Procesteknolog (ernærings-, fiskeri-, fødevare-, mejeri- og procesteknologi), Holstebro, Studiestart: sommerstart;18;0;30;21;Alle optaget, ledige pladser;
8940;84260;Produktionsteknolog, Herning, Studiestart: sommerstart;26;0;36;24;Alle optaget, ledige pladser;
8950;86150;Serviceøkonom, Holstebro, Studiestart: sommerstart;12;0;50;10;Alle optaget, ledige pladser;
8960;;Erhvervsakademi MidtVest i alt;288;4;659;295;;
8970;;Erhvervsakademi Aarhus;;;;;;
8980;45860;Professionsbachelor, finans, Viby J, Studiestart: sommerstart;185;15;417;213;7,1;Alle optaget, ledige pladser
8990;45865;Bachelor of financial management and services, Viby J, Study start: Summer start;40;0;169;58;6,0;Alle optaget, ledige pladser
9000;47360;Professionsbachelor, fødevareteknologi og -applikation, Viby J, Studiestart: sommerstart;22;0;39;21;Alle optaget, ledige pladser;
9010;58800;Professionsbachelor, økonomi og It, Viby J, Studiestart: sommerstart;72;0;143;62;3,3;Alle optaget, ledige pladser
9020;70350;Automationsteknolog, Aarhus C, Studiestart: sommerstart;40;0;75;40;Alle optaget, ledige pladser;
9030;70460;Autoteknolog, Aarhus C, Studiestart: sommerstart;26;0;39;21;Alle optaget, ledige pladser;
9040;71710;Datamatiker, Viby J, Studiestart: sommerstart;101;12;227;135;5,8;Alle optaget, ledige pladser
9050;72170;Byggekoordinator, Viby J, Studiestart: sommerstart;14;0;33;15;Alle optaget, ledige pladser;
9060;74110;Finansøkonom, Viby J, Studiestart: sommerstart;190;19;561;226;5,8;Alle optaget, ledige pladser
9070;74450;Financial controller, Viby J, Studiestart: sommerstart;45;7;186;85;6,4;Alle optaget, ledige pladser
9080;76210;It-teknolog, Viby J, Studiestart: sommerstart;18;9;114;53;7,0;Alle optaget, ledige pladser
9090;76215;AP Graduate in IT Technology, Viby J, Study start: Summer start;22;2;151;40;7,0;Alle optaget, ledige pladser
9100;77110;Jordbrugsteknolog, Viby J, Studiestart: sommerstart;145;0;189;153;3,6;Alle optaget
9110;77115;AP Graduate in Agro Business and Landscape management, Viby J, Study start: Summer start;16;0;63;31;Alle optaget;
9120;77700;Miljøteknolog, Viby J, Studiestart: sommerstart;21;0;61;19;Alle optaget, ledige pladser;
9130;78360;Laborant, Viby J, Studiestart: sommerstart;42;2;134;40;4,0;Alle optaget, ledige pladser
9140;78370;AP Graduate in Chemical and Biotechnical Science, Viby J, Study start: Summer start;31;0;95;45;Alle optaget, ledige pladser;
9150;79410;Markedsføringsøkonom, Viby J, Studiestart: sommerstart;320;31;741;356;5,9;3,6
9160;79415;AP Graduate in Marketing Management, Viby J, Study start: Summer start;73;3;311;113;6,4;Alle optaget, ledige pladser
9170;81560;Multimediedesigner, Viby J, Studiestart: sommerstart;94;22;271;119;7,3;Alle optaget
9180;81565;AP Graduate in Multimedia Design and Communication, Viby J, Study start: Summer start;71;1;249;102;7,3;Alle optaget, ledige pladser
9190;84290;Produktionsteknolog, Aarhus C, Studiestart: sommerstart;25;0;49;23;Alle optaget, ledige pladser;
9200;86156;Serviceøkonom, Viby J, Studiestart: sommerstart;74;16;240;120;6,9;5,7
9210;;Erhvervsakademi Aarhus i alt;1.687;139;4.557;2.090;;
9220;;Erhvervsakademi Dania;;;;;;
9230;52750;Professionsbachelor, optometri, Randers SØ, Studiestart: sommerstart;88;0;143;82;Alle optaget, ledige pladser;
9240;70200;Administrationsøkonom, Horsens, Studiestart: sommerstart;22;0;61;24;Alle optaget, ledige pladser;
9250;70210;Administrationsøkonom, Viborg, Studiestart: sommerstart;26;0;77;28;4,3;Alle optaget, ledige pladser
9260;70378;Automationsteknolog, Randers SØ, Studiestart: sommerstart;21;0;33;20;Alle optaget, ledige pladser;
9270;70510;Autoteknolog, Viborg, Studiestart: sommerstart;0;0;13;5;Ikke oprettet;
9280;70515;AP Graduate in Automotive Technology, Viborg, Study start: Summer start;19;0;39;21;Alle optaget, ledige pladser;
9290;71660;Datamatiker, Skive, Studiestart: sommerstart;21;0;44;22;Alle optaget, ledige pladser;
9300;71665;Datamatiker, Grenaa, Studiestart: sommerstart;36;0;59;35;Alle optaget, ledige pladser;
9310;73372;Energiteknolog, Randers SØ, Studiestart: sommerstart;7;0;18;10;Alle optaget, ledige pladser;
9320;74210;Finansøkonom, Hobro, Studiestart: sommerstart;91;0;158;93;Alle optaget, ledige pladser;
9330;74215;Finansøkonom, Silkeborg, Studiestart: sommerstart;57;0;153;46;Alle optaget, ledige pladser;
9340;74216;Finansøkonom, Silkeborg, E-læring, Studiestart: sommerstart;53;0;116;58;Alle optaget, ledige pladser;
9350;74217;Finansøkonom, Silkeborg, Studiestart: vinterstart;17;0;50;12;Alle optaget, ledige pladser;
9360;74660;Handelsøkonom, Randers SØ, Studiestart: sommerstart;43;0;91;43;Alle optaget, ledige pladser;
9370;74662;Handelsøkonom, Randers SØ, Studiestart: vinterstart;5;0;22;4;Alle optaget, ledige pladser;
9380;74670;Handelsøkonom, Silkeborg, Studiestart: sommerstart;36;0;79;33;Alle optaget, ledige pladser;
9390;74672;Handelsøkonom, Silkeborg, Studiestart: vinterstart;7;0;26;6;Alle optaget, ledige pladser;
9400;74675;Handelsøkonom, Hobro, Studiestart: sommerstart;28;0;62;26;Alle optaget, ledige pladser;
9410;74680;Handelsøkonom, Horsens, Studiestart: sommerstart;36;0;79;36;Alle optaget, ledige pladser;
9420;75370;Installatør, stærkstrøm, Randers SØ, Studiestart: sommerstart;13;0;14;13;100 % kvote 2;
9430;75375;Installatør, VVS, Randers SØ, Studiestart: sommerstart;6;0;8;6;100 % kvote 2;
9440;76255;AP Graduate in IT Technology, Viborg, Study start: Summer start;30;0;123;41;Alle optaget, ledige pladser;
9450;76270;It-teknolog, Viborg, Studiestart: sommerstart;0;0;31;4;Ikke oprettet;
9460;79510;Markedsføringsøkonom, Viborg, Studiestart: sommerstart;27;0;55;27;Alle optaget, ledige pladser;
9470;79512;AP Graduate in Marketing Management, Viborg, Study start: Summer start;25;0;101;31;Alle optaget, ledige pladser;
9480;79560;Markedsføringsøkonom, Randers SØ, Studiestart: sommerstart;31;0;82;25;Alle optaget, ledige pladser;
9490;79562;Markedsføringsøkonom, Randers SØ, Studiestart: vinterstart;6;0;13;6;Alle optaget, ledige pladser;
9500;79565;AP Graduate in Marketing Management, Randers SØ, Study start: Summer start;21;0;126;32;Alle optaget, ledige pladser;
9510;81580;Multimediedesigner, Grenaa, Studiestart: sommerstart;17;0;31;14;Alle optaget, ledige pladser;
9520;81590;Multimediedesigner, Skive, Studiestart: sommerstart;14;0;37;13;Alle optaget, ledige pladser;
9530;84310;Produktionsteknolog, Skive, Studiestart: sommerstart;19;0;23;20;Alle optaget, ledige pladser;
9540;84410;Produktionsteknolog, Randers SØ, Studiestart: sommerstart;14;0;18;13;Alle optaget, ledige pladser;
9550;86160;Serviceøkonom, Randers SØ, Studiestart: sommerstart;40;0;76;26;Alle optaget, ledige pladser;
9560;86162;Serviceøkonom, Randers SØ, Studiestart: vinterstart;0;0;20;3;Ikke oprettet;
9570;86165;AP Graduate in Service, Hospitality and Tourism Management, Randers SØ, Study start: Summer start;54;0;182;61;2,3;Alle optaget, ledige pladser
9580;86170;Serviceøkonom, Skive, Studiestart: sommerstart;12;0;15;10;Alle optaget, ledige pladser;
9590;87110;Logistikøkonom , Hobro, Studiestart: sommerstart;29;0;59;28;Alle optaget, ledige pladser;
9600;;Erhvervsakademi Dania i alt;971;0;2.337;977;;
9610;;I alt;64.943;4.513;241.826;89.759;;
