;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
2100;17890;Bachelor of Science (BSc) in Engineering (Product Development and Innovation), Odense M, Study start: Summer start; 62 ; -   ; 199 ; 69 ;Alle optaget, ledige pladser;
2110;17892;Teknisk videnskab (civilingeniør) Software Engineering, Odense M, Studiestart: sommerstart; 115 ; -   ; 296 ; 117 ;Alle optaget, ledige pladser;
2120;17895;Teknisk videnskab (civilingeniør) Energiteknologi, Odense M, Studiestart: sommerstart; 20 ; -   ; 79 ; 21 ;Alle optaget, ledige pladser;
2130;17900;Teknisk videnskab (civilingeniør) Bygningsteknik, Odense M, Studiestart: sommerstart; 26 ; -   ; 109 ; 27 ;Alle optaget, ledige pladser;
2140;18005;Bibliotekskundskab og videnskommunikation, Kolding, Studiestart: sommerstart; 34 ; -   ; 76 ; 33 ;Alle optaget, ledige pladser;
2150;18020;Informationsvidenskab, it og interaktionsdesign, Kolding, Studiestart: sommerstart; 18 ; -   ; 81 ; 15 ;Alle optaget, ledige pladser;
2160;18030;Designkultur og økonomi, Kolding, Studiestart: sommerstart; 75 ; -   ; 172 ; 68 ;Alle optaget, ledige pladser;
2170;18035;Designkultur, Kolding, Studiestart: sommerstart; 53 ; -   ; 154 ; 44 ;Alle optaget, ledige pladser;
2180;18140;International virksomhedskommunikation i engelsk, Kolding, Studiestart: sommerstart; 40 ; -   ; 104 ; 35 ;Alle optaget, ledige pladser;
2190;18210;Erhvervsøkonomi, HA, Kolding, Studiestart: sommerstart; 132 ; -   ; 401 ; 124 ;Alle optaget, ledige pladser;
2200;19010;Bachelor of Science (BSc) in Engineering (Engineering, Innovation and Business), Sønderborg, Study start: Summer start; 28 ; -   ; 116 ; 41 ;Alle optaget, ledige pladser;
2210;19020;Bachelor of Science (BSc) in Engineering (Mechatronics), Sønderborg, Study start: Summer start; 22 ; -   ; 103 ; 27 ;Alle optaget, ledige pladser;
2220;19030;Bachelor of Science (BSc) in Engineering (Electronics), Sønderborg, Study start: Summer start; 9 ; -   ; 74 ; 16 ;Alle optaget, ledige pladser;
2230;19112;Bachelor of Engineering in Electronics, Sønderborg, Study start: Summer start; 15 ; -   ; 114 ; 37 ;Alle optaget, ledige pladser;
2240;19120;Bachelor of Engineering in Mechatronics, Sønderborg, Study start: Summer start; 54 ; -   ; 195 ; 98 ;Alle optaget, ledige pladser;
2250;19215;Economics and Business Administration, Sønderborg, Study start: Summer start; 63 ; -   ; 232 ; 79 ;Alle optaget, ledige pladser;
2260;19220;International erhvervsøkonomi med fremmedsprog, Sønderborg, Studiestart: sommerstart; 16 ; -   ; 61 ; 17 ;Alle optaget, ledige pladser;
2270;19225;European Studies, Sønderborg, Study start: Summer start; 36 ; -   ; 114 ; 42 ;Alle optaget, ledige pladser;
2280;20210;Erhvervsøkonomi, HA, Esbjerg, Studiestart: sommerstart; 63 ; -   ; 198 ; 68 ;Alle optaget, ledige pladser;
2290;20220;Sociologi og kulturanalyse, Esbjerg, Studiestart: sommerstart; 56 ; -   ; 146 ; 46 ;Alle optaget, ledige pladser;
2300;20500;International virksomhedskommunikation i engelsk, Slagelse, Studiestart: sommerstart; 102 ; -   ; 285 ; 71 ;Alle optaget, ledige pladser;
2310;20525;Professionsbachelor, fremmedsprog og digital markedskommunikation, Slagelse, Studiestart: sommerstart; 55 ; -   ; 152 ; 40 ;Alle optaget, ledige pladser;
2320;20530;Erhvervsøkonomi, HA, Slagelse, Studiestart: sommerstart; 207 ; -   ; 547 ; 106 ;4,0;
2330;;Syddansk Universitet i alt; 5.478 ; 65 ; 21.800 ; 6.358 ;;
2340;;Aarhus Universitet;;;;;;
2350;22010;Medicin, Aarhus C, Studiestart: sommer- og vinterstart; 553 ; 32 ; 3.176 ; 1.037 ;10,2;10,1
2360;22015;Odontologi, Aarhus C, Studiestart: sommerstart; 87 ; 8 ; 863 ; 304 ;10,0;9,9
2370;22020;Professionsbachelor, tandplejer, Aarhus C, Studiestart: sommerstart; 79 ; 15 ; 381 ; 144 ;8,8;8,5
2380;22022;Klinisk tandtekniker, Aarhus C, Studiestart: sommerstart; 14 ; -   ; 31 ; 18 ;100 % kvote 2;
2390;22025;Folkesundhedsvidenskab, Aarhus C, Studiestart: sommerstart; 54 ; 10 ; 244 ; 64 ;8,4;7,2
2400;22105;Molekylær medicin, Aarhus C, Studiestart: sommerstart; 67 ; 6 ; 375 ; 78 ;9,9;9,7
2410;22110;Biologi, Aarhus C, Studiestart: sommerstart; 119 ; -   ; 332 ; 116 ;Alle optaget, ledige pladser;
2420;22115;Datalogi, Aarhus C, Studiestart: sommerstart; 184 ; -   ; 372 ; 201 ;Alle optaget, ledige pladser;
2430;22117;Datavidenskab, Aarhus C, Studiestart: sommerstart; 55 ; -   ; 128 ; 51 ;Alle optaget, ledige pladser;
2440;22120;Fysik, Aarhus C, Studiestart: sommerstart; 86 ; -   ; 173 ; 89 ;Alle optaget, ledige pladser;
2450;22125;Geoscience, Aarhus C, Studiestart: sommerstart; 24 ; -   ; 80 ; 28 ;Alle optaget, ledige pladser;
2460;22130;Idrætsvidenskab, Aarhus C, Studiestart: sommerstart; 89 ; 10 ; 314 ; 140 ;7,4;6,7
2470;22131;Teknisk videnskab (civilingeniør) Bioteknologi, Aarhus C, Studiestart: sommerstart; 67 ; -   ; 171 ; 58 ;Alle optaget;
2480;22132;Teknisk videnskab (civilingeniør) Kemiteknologi, Aarhus C, Studiestart: sommerstart; 36 ; -   ; 100 ; 37 ;Alle optaget, ledige pladser;
2490;22134;Teknisk videnskab (civilingeniør) Elektroteknologi, Aarhus C, Studiestart: sommerstart; 46 ; -   ; 127 ; 47 ;Alle optaget, ledige pladser;
2500;22135;Kemi, Aarhus C, Studiestart: sommerstart; 33 ; -   ; 108 ; 32 ;Alle optaget, ledige pladser;
2510;22136;Teknisk videnskab (civilingeniør) Computerteknologi, Aarhus C, Studiestart: sommerstart; 46 ; -   ; 146 ; 48 ;Alle optaget, ledige pladser;
2520;22137;Teknisk videnskab (civilingeniør) Byggeri, Aarhus C, Studiestart: sommerstart; 59 ; -   ; 144 ; 55 ;Alle optaget, ledige pladser;
2530;22138;Teknisk videnskab (civilingeniør) Mekanik, Aarhus C, Studiestart: sommerstart; 54 ; -   ; 129 ; 54 ;Alle optaget, ledige pladser;
2540;22140;Matematik, Aarhus C, Studiestart: sommerstart; 94 ; -   ; 240 ; 85 ;Alle optaget;
2550;22145;Matematik-økonomi, Aarhus C, Studiestart: sommerstart; 111 ; -   ; 279 ; 98 ;Alle optaget;
2560;22150;Medicinalkemi, Aarhus C, Studiestart: sommerstart; 40 ; -   ; 178 ; 35 ;Alle optaget, ledige pladser;
2570;22155;Molekylærbiologi, Aarhus C, Studiestart: sommerstart; 87 ; -   ; 301 ; 56 ;7,0;Alle optaget
2580;22160;Nanoscience, Aarhus C, Studiestart: sommerstart; 16 ; -   ; 73 ; 16 ;Alle optaget, ledige pladser;
2590;22170;It-produktudvikling, Aarhus C, Studiestart: sommerstart; 60 ; -   ; 148 ; 57 ;Alle optaget, ledige pladser;
2600;22175;Agrobiologi, Aarhus C, Studiestart: sommerstart; 32 ; -   ; 87 ; 24 ;Alle optaget, ledige pladser;
2610;22205;Arabisk- og islamstudier, Aarhus C, Studiestart: sommerstart; 33 ; 5 ; 119 ; 35 ;6,3;4,7
2620;22210;Brasilianske studier, Aarhus C, Studiestart: sommerstart; 10 ; -   ; 33 ; 7 ;Alle optaget, ledige pladser;
2630;22215;Dramaturgi, Aarhus C, Studiestart: sommerstart; 48 ; 4 ; 177 ; 75 ;7,6;6,4
2640;22220;Engelsk, Aarhus C, Studiestart: sommerstart; 105 ; 9 ; 477 ; 144 ;7,0;6,1
2650;22225;Antropologi, Aarhus C, Studiestart: sommerstart; 94 ; 12 ; 654 ; 204 ;10,3;9,8
2660;22230;Filosofi, Aarhus C, Studiestart: sommerstart; 62 ; 8 ; 348 ; 85 ;7,7;7,2
2670;22245;Fransk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 18 ; -   ; 70 ; 19 ;5,3;Alle optaget
2680;22255;Historie, Aarhus C, Studiestart: sommerstart; 100 ; 12 ; 507 ; 124 ;7,5;6,5
2690;22260;Idéhistorie, Aarhus C, Studiestart: sommerstart; 46 ; 5 ; 215 ; 60 ;8,2;8,0
2700;22265;Indien- og sydasienstudier, Aarhus C, Studiestart: sommerstart; 11 ; -   ; 32 ; 9 ;Alle optaget, ledige pladser;
2710;22270;Informationsvidenskab, Aarhus C, Studiestart: sommerstart; 111 ; 8 ; 449 ; 153 ;8,4;7,9
2720;22280;Japanstudier, Aarhus C, Studiestart: sommerstart; 32 ; 5 ; 144 ; 71 ;7,8;6,5
2730;22285;Kinastudier, Aarhus C, Studiestart: sommerstart; 32 ; 5 ; 112 ; 40 ;6,2;4,7
2740;22288;Arkæologi, Aarhus C, Studiestart: sommerstart; 51 ; 8 ; 207 ; 61 ;6,7;4,8
2750;22290;Klassisk arkæologi, Aarhus C, Studiestart: sommerstart; 19 ; 7 ; 87 ; 27 ;6,6;4,7
2760;22295;Klassisk filologi, Aarhus C, Studiestart: sommerstart; 24 ; 5 ; 90 ; 32 ;7,2;5,4
2770;22300;Kunsthistorie, Aarhus C, Studiestart: sommerstart; 55 ; 7 ; 200 ; 64 ;7,2;6,6
2780;22310;Lingvistik, Aarhus C, Studiestart: sommerstart; 40 ; 5 ; 196 ; 53 ;8,8;7,3
2790;22315;Litteraturhistorie, Aarhus C, Studiestart: sommerstart; 48 ; 4 ; 229 ; 77 ;8,6;7,6
2800;22320;Medievidenskab, Aarhus C, Studiestart: sommerstart; 105 ; 12 ; 573 ; 164 ;9,4;8,7
2810;22330;Musikvidenskab, Aarhus C, Studiestart: sommerstart; 43 ; -   ; 129 ; 79 ;Alle optaget, ledige pladser;
2820;22335;Nordisk sprog og litteratur (dansk), Aarhus C, Studiestart: sommerstart; 96 ; 9 ; 405 ; 115 ;7,7;6,8
2830;22340;Religionsvidenskab, Aarhus C, Studiestart: sommerstart; 50 ; 8 ; 249 ; 60 ;8,1;6,7
2840;22350;Ruslandstudier, Aarhus C, Studiestart: sommerstart; 28 ; -   ; 64 ; 22 ;Alle optaget;
2850;22355;Spansk og spanskamerikansk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 33 ; 3 ; 141 ; 36 ;5,6;2,1
2860;22365;Tysk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 29 ; 1 ; 95 ; 38 ;8,3;Alle optaget
2870;22375;Æstetik og kultur, Aarhus C, Studiestart: sommerstart; 46 ; 8 ; 198 ; 54 ;9,1;7,3
2880;22380;Digital design - it, æstetik og interaktion, Aarhus C, Studiestart: sommerstart; 53 ; 4 ; 368 ; 99 ;8,2;7,8
2890;22390;Teologi, Aarhus C, Studiestart: sommerstart; 85 ; 10 ; 223 ; 109 ;5,9;3,3
2900;22410;Erhvervsøkonomi, Aarhus C, Studiestart: sommerstart; 75 ; -   ; 593 ; 118 ;8,4;
2910;22415;Jura, Aarhus C, Studiestart: sommerstart; 430 ; 40 ; 1.745 ; 668 ;9,1;8,5
2920;22419;Cognitive Science, Aarhus C, Study start: Summer start; 66 ; 8 ; 487 ; 259 ;11,0;10,6
2930;22420;Psykologi, Aarhus C, Studiestart: sommerstart; 240 ; 40 ; 1.911 ; 763 ;10,6;10,3
2940;22422;Samfundsfag, Aarhus C, Studiestart: sommerstart; 37 ; 10 ; 342 ; 49 ;9,2;8,4
2950;22425;Statskundskab, Aarhus C, Studiestart: sommerstart; 275 ; 40 ; 1.025 ; 369 ;9,7;9,0
2960;22430;Økonomi, Aarhus C, Studiestart: sommerstart; 150 ; -   ; 496 ; 171 ;7,4;
2970;22450;Politik og økonomi , Aarhus C, Studiestart: sommerstart; 65 ; -   ; 277 ; 58 ;7,1;
2980;22510;Uddannelsesvidenskab, Aarhus C, Studiestart: sommerstart; 113 ; 8 ; 285 ; 78 ;7,8;Alle optaget
2990;22520;Uddannelsesvidenskab, København NV, Studiestart: sommerstart; 102 ; 2 ; 234 ; 72 ;4,7;Alle optaget
3000;22610;Erhvervsøkonomi, HA, Aarhus C, Studiestart: sommerstart; 570 ; 40 ; 1.568 ; 658 ;7,5;7,0
3010;22615;Economics and Business Administration, Aarhus C, Study start: Summer start; 230 ; 10 ; 997 ; 423 ;7,7;7,5
3020;22650;Erhvervsøkonomi-erhvervsret, HA (jur.), Aarhus C, Studiestart: sommerstart; 150 ; 13 ; 698 ; 151 ;7,8;7,5
3030;22712;International virksomhedskommunikation i engelsk, Aarhus C, Studiestart: sommerstart; 165 ; 15 ; 562 ; 168 ;7,0;6,0
3040;22722;International virksomhedskommunikation i fransk, Aarhus C, Studiestart: sommerstart; 17 ; -   ; 48 ; 20 ;Alle optaget, ledige pladser;
3050;22732;International virksomhedskommunikation i spansk, Aarhus C, Studiestart: sommerstart; 56 ; -   ; 134 ; 41 ;Alle optaget, ledige pladser;
3060;22742;International virksomhedskommunikation i tysk, Aarhus C, Studiestart: sommerstart; 53 ; -   ; 112 ; 46 ;Alle optaget, ledige pladser;
3070;22810;Diplomingeniør, bioteknologi, Aarhus N, Studiestart: sommerstart; 52 ; -   ; 161 ; 48 ;Alle optaget, ledige pladser;
3080;22820;Diplomingeniør, bygning , Aarhus N, Studiestart: sommerstart; 90 ; -   ; 277 ; 99 ;Alle optaget, ledige pladser;
3090;22825;Diplomingeniør, bygning , Aarhus N, Studiestart: vinterstart; 22 ; -   ; 113 ; 37 ;Alle optaget, ledige pladser;
3100;22830;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: sommerstart; 85 ; -   ; 225 ; 85 ;Alle optaget, ledige pladser;
3110;22835;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: vinterstart; 16 ; -   ; 100 ; 21 ;Alle optaget, ledige pladser;
3120;22840;Diplomingeniør, elektronik, Aarhus N, Studiestart: sommerstart; 54 ; -   ; 137 ; 60 ;Alle optaget, ledige pladser;
3130;22845;Diplomingeniør, elektronik, Aarhus N, Studiestart: vinterstart; 8 ; -   ; 54 ; 12 ;Alle optaget, ledige pladser;
3140;22850;Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: sommerstart; 75 ; -   ; 211 ; 84 ;Alle optaget, ledige pladser;
3150;22855;Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: vinterstart; 16 ; -   ; 76 ; 23 ;Alle optaget, ledige pladser;
3160;22860;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: sommerstart; 101 ; -   ; 214 ; 110 ;Alle optaget, ledige pladser;
3170;22865;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: vinterstart; 22 ; -   ; 74 ; 33 ;Alle optaget, ledige pladser;
3180;22870;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: sommerstart; 35 ; -   ; 86 ; 40 ;Alle optaget, ledige pladser;
3190;22875;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: vinterstart; 14 ; -   ; 51 ; 19 ;Alle optaget, ledige pladser;
3200;22880;Diplomingeniør, sundhedsteknologi, Aarhus N, Studiestart: sommerstart; 60 ; -   ; 154 ; 55 ;7,4;Alle optaget
3210;22890;Diplomingeniør, kemi (kemiteknik), Aarhus N, Studiestart: sommerstart; 35 ; -   ; 120 ; 40 ;Alle optaget, ledige pladser;
3220;22900;Diplomingeniør, kemi og fødevareteknologi, Aarhus N, Studiestart: sommerstart; 40 ; -   ; 92 ; 40 ;Alle optaget, ledige pladser;
3230;22930;Erhvervsøkonomi, HA, Herning, Studiestart: sommerstart; 83 ; -   ; 237 ; 59 ;Alle optaget, ledige pladser;
3240;22935;Economics and Business Administration, Herning, Study start: Summer start; 39 ; -   ; 231 ; 29 ;Alle optaget, ledige pladser;
3250;22955;Diplomingeniør, elektronik, Herning, Studiestart: sommerstart; 37 ; -   ; 70 ; 44 ;Alle optaget, ledige pladser;
3260;22957;Diplomingeniør, forretningsudvikling (Business Development), BDE, Herning, Studiestart: sommerstart; 52 ; -   ; 79 ; 55 ;Alle optaget, ledige pladser;
3270;22960;Diplomingeniør, maskinteknik, Herning, Studiestart: sommerstart; 10 ; -   ; 33 ; 10 ;Alle optaget, ledige pladser;
3280;22965;Bachelor of Engineering in Global Management and Manufacturing, Herning, Study start: Summer start; 27 ; -   ; 87 ; 31 ;Alle optaget, ledige pladser;
3290;22970;Diplomingeniør, elektrisk energiteknologi, Herning, Studiestart: sommerstart; 16 ; -   ; 30 ; 13 ;Alle optaget, ledige pladser;
3300;;Aarhus Universitet i alt; 7.482 ; 471 ; 29.917 ; 10.247 ;;
3310;;Aalborg Universitet;;;;;;
3320;25015;Teknisk videnskab (civilingeniør) Arkitektur og design, Aalborg Øst, Studiestart: sommerstart; 130 ; 12 ; 362 ; 190 ;7,1;5,9
3330;25017;Teknisk videnskab (civilingeniør) Bioteknologi, Aalborg Øst, Studiestart: sommerstart; 49 ; 1 ; 139 ; 45 ;5,8;Alle optaget, ledige pladser
3340;25020;Teknisk videnskab (civilingeniør) Byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart; 67 ; -   ; 152 ; 66 ;Alle optaget, ledige pladser;
3350;25025;Teknisk videnskab (civilingeniør) Computerteknologi, Aalborg Øst, Studiestart: sommerstart; 21 ; -   ; 100 ; 23 ;Alle optaget, ledige pladser;
3360;25030;Teknisk videnskab (civilingeniør) Elektronik og it, Aalborg Øst, Studiestart: sommerstart; 56 ; -   ; 121 ; 57 ;Alle optaget, ledige pladser;
3370;25035;Teknisk videnskab (civilingeniør) Globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart; 59 ; -   ; 100 ; 61 ;Alle optaget, ledige pladser;
3380;25040;Teknisk videnskab (civilingeniør) Mekanik og produktion, Aalborg Øst, Studiestart: sommerstart; 51 ; -   ; 100 ; 52 ;Alle optaget, ledige pladser;
3390;25042;Teknisk videnskab (civilingeniør) Miljøvidenskab, Aalborg Øst, Studiestart: sommerstart; 19 ; -   ; 63 ; 20 ;Alle optaget, ledige pladser;
3400;25047;Teknisk videnskab (civilingeniør) Kemiteknologi, Aalborg Øst, Studiestart: sommerstart; 31 ; -   ; 68 ; 31 ;Alle optaget, ledige pladser;
3410;25050;Teknisk videnskab (civilingeniør) Nanoteknologi, Aalborg Øst, Studiestart: sommerstart; 15 ; -   ; 48 ; 13 ;Alle optaget, ledige pladser;
3420;25055;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, Aalborg Øst, Studiestart: sommerstart; 50 ; -   ; 115 ; 43 ;Alle optaget, ledige pladser;
3430;25057;Teknisk videnskab (civilingeniør) Robotteknologi, Aalborg Øst, Studiestart: sommerstart; 46 ; -   ; 130 ; 47 ;Alle optaget, ledige pladser;
3440;25060;Teknisk videnskab (civilingeniør) Software, Aalborg Øst, Studiestart: sommerstart; 185 ; -   ; 351 ; 176 ;Alle optaget;
3450;25062;Teknisk videnskab (civilingeniør) Software, København SV, Studiestart: sommerstart; 40 ; 2 ; 246 ; 51 ;6,0;5,6
3460;25065;Teknisk videnskab (civilingeniør) Sundhedsteknologi, Aalborg Øst, Studiestart: sommerstart; 44 ; -   ; 130 ; 37 ;Alle optaget, ledige pladser;
3470;25070;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, København SV, Studiestart: sommerstart; 45 ; 4 ; 150 ; 47 ;6,4;5,2
3480;25071;Teknoantropologi, København SV, Studiestart: sommerstart; 67 ; 6 ; 215 ; 57 ;6,7;Alle optaget
3490;25075;Teknisk videnskab (civilingeniør) Energi, Aalborg Øst, Studiestart: sommerstart; 44 ; -   ; 100 ; 46 ;Alle optaget, ledige pladser;
3500;25078;Teknisk videnskab (civilingeniør) Bæredygtigt design, København SV, Studiestart: sommerstart; 42 ; 4 ; 186 ; 81 ;9,3;8,9
3510;25085;Landinspektørvidenskab, København SV, Studiestart: sommerstart; 32 ; -   ; 68 ; 28 ;Alle optaget, ledige pladser;
3520;25090;Landinspektørvidenskab, Aalborg Øst, Studiestart: sommerstart; 41 ; -   ; 79 ; 43 ;Alle optaget, ledige pladser;
3530;25100;Teknoantropologi, Aalborg Øst, Studiestart: sommerstart; 34 ; -   ; 98 ; 27 ;Alle optaget, ledige pladser;
3540;25220;Diplomingeniør, globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart; 32 ; -   ; 76 ; 32 ;Alle optaget, ledige pladser;
3550;25230;Diplomingeniør, kemi- og bioteknologi, Aalborg Øst, Studiestart: sommerstart; 26 ; -   ; 107 ; 27 ;Alle optaget, ledige pladser;
3560;25240;Diplomingeniør, byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart; 58 ; -   ; 163 ; 64 ;Alle optaget, ledige pladser;
3570;25250;Diplomingeniør, bæredygtig energiteknik, Aalborg Øst, Studiestart: sommerstart; 18 ; -   ; 68 ; 21 ;Alle optaget, ledige pladser;
3580;25260;Diplomingeniør, elektronik, Aalborg Øst, Studiestart: sommerstart; 16 ; -   ; 67 ; 16 ;Alle optaget, ledige pladser;
3590;25270;Diplomingeniør, maskinteknik, Aalborg Øst, Studiestart: sommerstart; 45 ; -   ; 130 ; 48 ;Alle optaget, ledige pladser;
3600;25305;Biologi, Aalborg Øst, Studiestart: sommerstart; 49 ; -   ; 157 ; 46 ;Alle optaget, ledige pladser;
3610;25306;Datalogi, Aalborg Øst, Studiestart: sommerstart; 77 ; -   ; 261 ; 79 ;Alle optaget;
3620;25307;Fysik, Aalborg Øst, Studiestart: sommerstart; 19 ; -   ; 64 ; 20 ;Alle optaget, ledige pladser;
3630;25308;Datavidenskab, Aalborg Øst, Studiestart: sommerstart; 15 ; -   ; 69 ; 15 ;Alle optaget, ledige pladser;
3640;25311;Geografi, Aalborg Øst, Studiestart: sommerstart; 16 ; -   ; 58 ; 16 ;Alle optaget, ledige pladser;
3650;25313;Kemi, Aalborg Øst, Studiestart: sommerstart; 8 ; -   ; 51 ; 7 ;Alle optaget, ledige pladser;
3660;25314;Matematik, Aalborg Øst, Studiestart: sommerstart; 29 ; -   ; 112 ; 30 ;Alle optaget, ledige pladser;
3670;25318;Teknisk videnskab (civilingeniør) Matematik-teknologi, Aalborg Øst, Studiestart: sommerstart; 23 ; -   ; 63 ; 24 ;Alle optaget, ledige pladser;
3680;25319;Matematik-økonomi, Aalborg Øst, Studiestart: sommerstart; 38 ; -   ; 117 ; 34 ;Alle optaget, ledige pladser;
3690;25320;Medicin, Aalborg Øst, Studiestart: sommerstart; 196 ; 18 ; 2.061 ; 463 ;10,0;9,9
3700;25321;Medialogi, Aalborg Øst, Studiestart: sommerstart; 30 ; -   ; 85 ; 31 ;Alle optaget, ledige pladser;
3710;25322;Medialogi, København SV, Studiestart: sommerstart; 48 ; -   ; 144 ; 48 ;Alle optaget, ledige pladser;
3720;25325;Idræt, Aalborg Øst, Studiestart: sommerstart; 71 ; -   ; 186 ; 66 ;Alle optaget, ledige pladser;
3730;25330;Medicin med industriel specialisering, Aalborg Øst, Studiestart: sommerstart; 117 ; 8 ; 340 ; 70 ;7,7;7,3
3740;25335;Teknisk videnskab (civilingeniør) Produkt- og designpsykologi, Aalborg Øst, Studiestart: sommerstart; 31 ; -   ; 72 ; 24 ;Alle optaget, ledige pladser;
3750;25340;Informationsteknologi, Aalborg Øst, Studiestart: sommerstart; 61 ; -   ; 150 ; 54 ;Alle optaget, ledige pladser;
3760;25350;Interaktionsdesign, Aalborg Øst, Studiestart: sommerstart; 43 ; -   ; 127 ; 38 ;Alle optaget, ledige pladser;
3770;25405;Anvendt filosofi, Aalborg Øst, Studiestart: sommerstart; 47 ; -   ; 171 ; 39 ;Alle optaget, ledige pladser;
3780;25410;Dansk, Aalborg Øst, Studiestart: sommerstart; 50 ; 2 ; 147 ; 45 ;5,8;Alle optaget, ledige pladser
3790;25420;Kommunikation og digitale medier, Aalborg Øst, Studiestart: sommerstart; 117 ; 8 ; 394 ; 128 ;7,2;5,6
3800;25425;Musik, Aalborg Øst, Studiestart: sommerstart; 27 ; -   ; 48 ; 31 ;Alle optaget, ledige pladser;
3810;25430;Musikterapi, Aalborg Øst, Studiestart: sommerstart; 15 ; -   ; 39 ; 21 ;Alle optaget, ledige pladser;
3820;25435;Psykologi, Aalborg Øst, Studiestart: sommerstart; 193 ; 9 ; 1.250 ; 358 ;9,8;9,7
3830;25440;Kommunikation og digitale medier, København SV, Studiestart: sommerstart; 76 ; 4 ; 525 ; 115 ;8,6;8,3
3840;25445;Kunst og teknologi, Aalborg Øst, Studiestart: sommerstart; 28 ; -   ; 74 ; 33 ;Alle optaget, ledige pladser;
3850;25450;Engelsk, Aalborg Øst, Studiestart: sommerstart; 72 ; -   ; 221 ; 51 ;2,8;Alle optaget, ledige pladser
3860;25457;Sprog og internationale studier, engelsk, Aalborg Øst, Studiestart: sommerstart; 93 ; -   ; 255 ; 83 ;Alle optaget, ledige pladser;
3870;25460;Spansk sprog og internationale studier, Aalborg Øst, Studiestart: sommerstart; 26 ; -   ; 69 ; 24 ;Alle optaget, ledige pladser;
3880;25520;International virksomhedskommunikation i engelsk, Aalborg Øst, Studiestart: sommerstart; 62 ; 5 ; 285 ; 74 ;5,8;5,3
3890;25610;Politik og Administration, Aalborg Øst, Studiestart: sommerstart; 97 ; 4 ; 303 ; 85 ;5,1;Alle optaget, ledige pladser
3900;25612;Samfundsfag, Aalborg Øst, Studiestart: sommerstart; 38 ; -   ; 192 ; 26 ;Alle optaget, ledige pladser;
3910;25615;Historie, Aalborg Øst, Studiestart: sommerstart; 77 ; 6 ; 238 ; 83 ;5,4;4,7
3920;25620;Sociologi, Aalborg Øst, Studiestart: sommerstart; 179 ; 8 ; 506 ; 122 ;6,7;Alle optaget, ledige pladser
3930;25625;Økonomi, Aalborg Øst, Studiestart: sommerstart; 83 ; -   ; 220 ; 69 ;Alle optaget, ledige pladser;
3940;25630;Jura, Aalborg Øst, Studiestart: sommerstart; 145 ; 7 ; 946 ; 249 ;8,7;8,6
3950;25640;Organisatorisk læring, Aalborg Øst, Studiestart: sommerstart; 63 ; -   ; 137 ; 50 ;Alle optaget, ledige pladser;
3960;25650;Innovation og digitalisering, Aalborg Øst, Studiestart: sommerstart; 34 ; -   ; 149 ; 29 ;Alle optaget, ledige pladser;
3970;25710;Erhvervsøkonomi, HA, Aalborg Øst, Studiestart: sommerstart; 342 ; 14 ; 1.000 ; 423 ;6,1;5,5
3980;25715;Erhvervsøkonomi-jura, HA (jur.), Aalborg Øst, Studiestart: sommerstart; 131 ; 8 ; 452 ; 88 ;6,0;3,8
3990;25810;Professionsbachelor, socialrådgiver, Aalborg Øst, Studiestart: sommerstart; 239 ; 15 ; 645 ; 266 ;6,1;5,0
4000;26512;Bachelor of Science (BSc) in Engineering (Applied Industrial Electronics), Esbjerg, Study start: Summer start; 19 ; -   ; 103 ; 30 ;Alle optaget, ledige pladser;
4010;26513;Teknisk videnskab (civilingeniør) Energi, Esbjerg, Studiestart: sommerstart; 11 ; -   ; 36 ; 13 ;Alle optaget, ledige pladser;
4020;26525;Bachelor of Science (BSc) in Engineering (Chemical Engineering and Biotechnology), Esbjerg, Study start: Summer start; 24 ; -   ; 124 ; 43 ;Alle optaget, ledige pladser;
4030;26620;Diplomingeniør, kemi- og bioteknologi, Esbjerg, Studiestart: sommerstart; 8 ; -   ; 30 ; 9 ;Alle optaget, ledige pladser;
4040;26630;Diplomingeniør, byggeri og anlæg, Esbjerg, Studiestart: sommerstart; 13 ; -   ; 48 ; 17 ;Alle optaget, ledige pladser;
4050;26650;Diplomingeniør, maskinteknik, Esbjerg, Studiestart: sommerstart; 14 ; -   ; 42 ; 19 ;Alle optaget, ledige pladser;
4060;;Aalborg Universitet i alt; 4.557 ; 145 ; 16.498 ; 5.137 ;;
