;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
8130;77010;Jordbrugsteknolog, Slagelse, Studiestart: sommerstart; 26 ; -   ; 54 ; 29 ;Alle optaget, ledige pladser;
8140;78110;Laborant, Roskilde, Studiestart: sommerstart; 37 ; 3 ; 188 ; 49 ;4,9;2,6
8150;78112;Laborant, Roskilde, Studiestart: vinterstart; 16 ; -   ; 88 ; 15 ;Alle optaget, ledige pladser;
8160;78160;Laborant, Slagelse, Studiestart: sommerstart; 25 ; -   ; 97 ; 16 ;Alle optaget, ledige pladser;
8170;78162;Laborant, Slagelse, Studiestart: vinterstart; 6 ; -   ; 37 ; 6 ;Alle optaget, ledige pladser;
8180;79160;Markedsføringsøkonom, Roskilde, Studiestart: sommerstart; 88 ; -   ; 277 ; 54 ;Alle optaget, ledige pladser;
8190;79161;Markedsføringsøkonom, Roskilde, E-læring, Studiestart: sommerstart; 47 ; -   ; 119 ; 45 ;Alle optaget, ledige pladser;
8200;79162;Markedsføringsøkonom, Roskilde, Studiestart: vinterstart; 16 ; -   ; 97 ; 14 ;Alle optaget, ledige pladser;
8210;79163;Markedsføringsøkonom, Roskilde, E-læring, Studiestart: vinterstart; 6 ; -   ; 45 ; 8 ;Alle optaget, ledige pladser;
8220;79165;AP Graduate in Marketing Management, Roskilde, Study start: Summer start; 61 ; 2 ; 268 ; 61 ;7,8;Alle optaget
8230;79167;AP Graduate in Marketing Management, Roskilde, Study start: Winter start; 5 ; -   ; 40 ; 6 ;Alle optaget, ledige pladser;
8240;79168;Markedsføringsøkonom, Slagelse, Studiestart: sommerstart; 20 ; -   ; 65 ; 22 ;Alle optaget, ledige pladser;
8250;79180;Markedsføringsøkonom, Nykøbing F, Studiestart: sommerstart; 18 ; -   ; 43 ; 18 ;Alle optaget, ledige pladser;
8260;81160;Multimediedesigner, Slagelse, Studiestart: sommerstart; 48 ; -   ; 116 ; 40 ;2,2;Alle optaget
8270;81210;Multimediedesigner, Køge, Studiestart: sommerstart; 84 ; 1 ; 219 ; 51 ;3,4;Alle optaget
8280;81215;AP Graduate in Multimedia Design, Køge, Study start: Summer start; 37 ; 4 ; 206 ; 55 ;9,1;6,9
8290;81230;Multimediedesigner, Nykøbing F, Studiestart: sommerstart; 24 ; -   ; 64 ; 30 ;Alle optaget, ledige pladser;
8300;83060;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Roskilde, Studiestart: sommerstart; 30 ; 1 ; 90 ; 41 ;4,8;Alle optaget
8310;83065;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Roskilde, Studiestart: vinterstart; 9 ; -   ; 32 ; 12 ;Alle optaget, ledige pladser;
8320;84060;Produktionsteknolog, Slagelse, Studiestart: sommerstart; 16 ; -   ; 29 ; 21 ;Alle optaget, ledige pladser;
8330;86080;Serviceøkonom, Slagelse, Studiestart: sommerstart; 12 ; -   ; 48 ; 13 ;Alle optaget, ledige pladser;
8340;86084;Serviceøkonom, Slagelse, E-læring, Studiestart: sommerstart; 20 ; -   ; 52 ; 19 ;Alle optaget, ledige pladser;
8350;86085;AP Graduate in Service, Hospitality and Tourism Management, Køge, Study start: Summer start; 45 ; -   ; 167 ; 45 ;Alle optaget, ledige pladser;
8360;86087;AP Graduate in Service, Hospitality and Tourism Management, Køge, Study start: Winter start; 1 ; -   ; 25 ; 4 ;Alle optaget, ledige pladser;
8370;86090;Serviceøkonom, Køge, Studiestart: sommerstart; 17 ; -   ; 76 ; 11 ;Alle optaget, ledige pladser;
8380;86092;Serviceøkonom, Køge, Studiestart: vinterstart; 4 ; -   ; 25 ; 3 ;Alle optaget, ledige pladser;
8390;87030;Logistikøkonom , Køge, Studiestart: sommerstart; 25 ; -   ; 94 ; 23 ;Alle optaget, ledige pladser;
8400;87035;AP Graduate in Logistic Management, Køge, Study start: Summer start; 28 ; -   ; 112 ; 30 ;Alle optaget, ledige pladser;
8410;;Zealand Sjællands Erhvervsakademi i alt; 1.462 ; 61 ; 5.112 ; 1.551 ;;
8420;;Erhvervsakademi Kolding;;;;;;
8430;45840;Professionsbachelor, finans, Kolding, Studiestart: sommerstart; 68 ; -   ; 198 ; 60 ;Alle optaget, ledige pladser;
8440;73650;Entreprenørskab og design, Kolding, Studiestart: sommerstart; 36 ; -   ; 68 ; 40 ;100 % kvote 2;
8450;74070;Finansøkonom, Kolding, Studiestart: sommerstart; 102 ; -   ; 278 ; 106 ;Alle optaget, ledige pladser;
8460;74446;Financial controller, Kolding, Studiestart: sommerstart; 36 ; -   ; 96 ; 38 ;Alle optaget, ledige pladser;
8470;79260;Markedsføringsøkonom, Kolding, Studiestart: sommerstart; 47 ; -   ; 141 ; 45 ;Alle optaget, ledige pladser;
8480;79265;AP Graduate in Marketing Management, Kolding, Study start: Summer start; 96 ; 1 ; 288 ; 128 ;2,9;Alle optaget, ledige pladser
8490;81360;Multimediedesigner, Kolding, Studiestart: sommerstart; 60 ; -   ; 137 ; 54 ;Alle optaget, ledige pladser;
8500;81365;AP Graduate in Multimedia Design, Kolding, Study start: Summer start; 36 ; 2 ; 173 ; 68 ;5,6;3,0
8510;84130;Produktionsteknolog, Kolding, Studiestart: sommerstart; 25 ; -   ; 42 ; 24 ;Alle optaget, ledige pladser;
8520;;Erhvervsakademi Kolding i alt; 506 ; 3 ; 1.421 ; 563 ;;
8530;;Erhvervsakademi SydVest;;;;;;
8540;41115;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Esbjerg, Studiestart: sommerstart; 40 ; -   ; 84 ; 39 ;Alle optaget, ledige pladser;
8550;71460;Datamatiker, Sønderborg, Studiestart: sommerstart; 23 ; -   ; 46 ; 23 ;2,6;Alle optaget, ledige pladser
8560;71465;AP Graduate in Computer Science, Sønderborg, Study start: Summer start; 12 ; 3 ; 96 ; 15 ;4,4;
8570;71510;Datamatiker, Esbjerg, Studiestart: sommerstart; 40 ; -   ; 93 ; 45 ;3,9;Alle optaget, ledige pladser
8580;71515;AP Graduate in Computer Science, Esbjerg, Study start: Summer start; 27 ; 6 ; 154 ; 37 ;2,0;
8590;72160;Byggekoordinator, Esbjerg, Studiestart: sommerstart; 6 ; -   ; 22 ; 5 ;Alle optaget, ledige pladser;
8600;72166;Byggekoordinator, Sønderborg, Studiestart: sommerstart; 6 ; -   ; 15 ; 6 ;Alle optaget, ledige pladser;
8610;73060;Designteknolog, Sønderborg, Studiestart: sommerstart; 10 ; -   ; 24 ; 9 ;100 % kvote 2;
8620;73410;Driftsteknolog - Offshore, Esbjerg, Studiestart: sommerstart; 13 ; -   ; 25 ; 13 ;Alle optaget, ledige pladser;
8630;74080;Finansøkonom, Esbjerg, Studiestart: sommerstart; 101 ; -   ; 193 ; 99 ;Alle optaget, ledige pladser;
8640;74084;Finansøkonom, Sønderborg, Studiestart: sommerstart; 48 ; -   ; 88 ; 46 ;Alle optaget, ledige pladser;
8650;75230;Installatør, stærkstrøm, Esbjerg, Studiestart: sommerstart; 4 ; -   ; 4 ; 4 ;Alle optaget, ledige pladser;
8660;79290;Markedsføringsøkonom, Sønderborg, Studiestart: sommerstart; 11 ; -   ; 32 ; 10 ;Alle optaget, ledige pladser;
8670;79310;Markedsføringsøkonom, Esbjerg, Studiestart: sommerstart; 31 ; -   ; 102 ; 37 ;Alle optaget, ledige pladser;
8680;79315;AP Graduate in Marketing Management, Esbjerg, Study start: Summer start; 30 ; 3 ; 138 ; 31 ;6,6;
8690;81410;Multimediedesigner, Esbjerg, Studiestart: sommerstart; 29 ; 1 ; 67 ; 27 ;3,0;Alle optaget, ledige pladser
8700;81412;AP Graduate in Multimedia Design, Esbjerg, Study start: Summer start; 25 ; 3 ; 105 ; 32 ;2,1;Alle optaget, ledige pladser
8710;81420;Multimediedesigner, Sønderborg, Studiestart: sommerstart; 21 ; 1 ; 49 ; 24 ;4,8;Alle optaget, ledige pladser
8720;84160;Produktionsteknolog, Sønderborg, Studiestart: sommerstart; 8 ; -   ; 16 ; 10 ;Alle optaget, ledige pladser;
8730;84210;Produktionsteknolog, Esbjerg, Studiestart: sommerstart; 19 ; -   ; 30 ; 18 ;Alle optaget, ledige pladser;
8740;86114;Serviceøkonom, Sønderborg, Studiestart: sommerstart; 14 ; -   ; 31 ; 13 ;Alle optaget, ledige pladser;
8750;86120;Serviceøkonom, Esbjerg, Studiestart: sommerstart; 29 ; -   ; 62 ; 30 ;Alle optaget, ledige pladser;
8760;;Erhvervsakademi SydVest i alt; 547 ; 17 ; 1.476 ; 573 ;;
8770;;Erhvervsakademi MidtVest;;;;;;
8780;45850;Professionsbachelor, finans, Herning, Studiestart: sommerstart; 18 ; -   ; 81 ; 17 ;Alle optaget, ledige pladser;
8790;71610;Datamatiker, Herning, Studiestart: sommerstart; 27 ; 4 ; 63 ; 33 ;5,3;Alle optaget, ledige pladser
8800;72140;Byggekoordinator, Herning, Studiestart: sommerstart; 10 ; -   ; 24 ; 11 ;Alle optaget, ledige pladser;
8810;74090;Finansøkonom, Herning, Studiestart: sommerstart; 68 ; -   ; 193 ; 62 ;Alle optaget, ledige pladser;
8820;74100;Finansøkonom, Holstebro, Studiestart: sommerstart; 43 ; -   ; 92 ; 41 ;Alle optaget, ledige pladser;
8830;75310;Installatør, stærkstrøm, Herning, Studiestart: sommerstart; 6 ; -   ; 10 ; 6 ;Alle optaget, ledige pladser;
8840;75315;Installatør, VVS, Herning, Studiestart: sommerstart; 12 ; -   ; 14 ; 13 ;Alle optaget, ledige pladser;
8850;78310;Laborant, Holstebro, Studiestart: sommerstart; 30 ; 3 ; 75 ; 34 ;5,4;Alle optaget, ledige pladser
8860;79360;Markedsføringsøkonom, Herning, Studiestart: sommerstart; 49 ; -   ; 124 ; 50 ;Alle optaget, ledige pladser;
8870;81460;Multimediedesigner, Herning, Studiestart: sommerstart; 34 ; 2 ; 103 ; 43 ;4,3;3,0
8880;83210;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Holstebro, Studiestart: sommerstart; 11 ; -   ; 27 ; 12 ;Alle optaget, ledige pladser;
8890;84260;Produktionsteknolog, Herning, Studiestart: sommerstart; 22 ; -   ; 37 ; 24 ;Alle optaget, ledige pladser;
8900;86150;Serviceøkonom, Holstebro, Studiestart: sommerstart; 8 ; -   ; 29 ; 8 ;Alle optaget, ledige pladser;
8910;;Erhvervsakademi MidtVest i alt; 338 ; 9 ; 872 ; 354 ;;
8920;;Erhvervsakademi Aarhus;;;;;;
8930;45860;Professionsbachelor, finans, Viby J, Studiestart: sommerstart; 246 ; 14 ; 600 ; 261 ;6,4;Alle optaget, ledige pladser
8940;45865;Bachelor of financial management and services, Viby J, Study start: Summer start; 42 ; 5 ; 189 ; 70 ;9,0;Alle optaget, ledige pladser
8950;47360;Professionsbachelor, fødevareteknologi og applikation, Viby J, Studiestart: sommerstart; 28 ; -   ; 52 ; 28 ;Alle optaget, ledige pladser;
8960;58800;Professionsbachelor, økonomi og It, Viby J, Studiestart: sommerstart; 70 ; 6 ; 207 ; 64 ;5,7;Alle optaget, ledige pladser
8970;70350;Automationsteknolog, Aarhus C, Studiestart: sommerstart; 38 ; -   ; 74 ; 34 ;Alle optaget, ledige pladser;
8980;70460;Autoteknolog, Aarhus C, Studiestart: sommerstart; 15 ; -   ; 45 ; 15 ;Alle optaget, ledige pladser;
8990;71710;Datamatiker, Viby J, Studiestart: sommerstart; 90 ; 21 ; 262 ; 142 ;5,9;2,5
9000;72170;Byggekoordinator, Viby J, Studiestart: sommerstart; 20 ; -   ; 49 ; 19 ;Alle optaget, ledige pladser;
9010;74110;Finansøkonom, Viby J, Studiestart: sommerstart; 280 ; 21 ; 777 ; 332 ;5,6;4,4
9020;74450;Financial controller, Viby J, Studiestart: sommerstart; 44 ; 9 ; 181 ; 64 ;5,6;2,4
9030;76210;It-teknolog, Viby J, Studiestart: sommerstart; 18 ; 8 ; 84 ; 36 ;7,5;Alle optaget, ledige pladser
9040;76215;AP Graduate in IT Technology, Viby J, Study start: Summer start; 17 ; 8 ; 156 ; 50 ;7,7;Alle optaget, ledige pladser
9050;77110;Jordbrugsteknolog, Viby J, Studiestart: sommerstart; 167 ; 3 ; 246 ; 190 ;5,3;Alle optaget, ledige pladser
9060;77700;Miljøteknolog, Viby J, Studiestart: sommerstart; 24 ; -   ; 49 ; 20 ;Alle optaget, ledige pladser;
9070;78360;Laborant, Viby J, Studiestart: sommerstart; 44 ; 4 ; 161 ; 53 ;5,4;4,2
9080;78370;AP Graduate in Chemical and Biotechnical Science, Viby J, Study start: Summer start; 47 ; -   ; 125 ; 64 ;Alle optaget, ledige pladser;
9090;79410;Markedsføringsøkonom, Viby J, Studiestart: sommerstart; 400 ; 28 ; 850 ; 428 ;5,8;Alle optaget, ledige pladser
9100;79415;AP Graduate in Marketing Management, Viby J, Study start: Summer start; 76 ; 8 ; 325 ; 117 ;8,0;Alle optaget, ledige pladser
9110;81560;Multimediedesigner, Viby J, Studiestart: sommerstart; 130 ; 26 ; 414 ; 180 ;6,2;2,8
9120;81565;AP Graduate in Multimedia Design, Viby J, Study start: Summer start; 42 ; 7 ; 227 ; 76 ;9,0;Alle optaget, ledige pladser
9130;84290;Produktionsteknolog, Aarhus C, Studiestart: sommerstart; 29 ; -   ; 60 ; 28 ;Alle optaget, ledige pladser;
9140;86156;Serviceøkonom, Viby J, Studiestart: sommerstart; 140 ; 15 ; 311 ; 151 ;5,5;Alle optaget, ledige pladser
9150;;Erhvervsakademi Aarhus i alt; 2.007 ; 183 ; 5.444 ; 2.422 ;;
9160;;Erhvervsakademi Dania;;;;;;
9170;52750;Professionsbachelor, optometri, Randers SØ, Studiestart: sommerstart; 62 ; -   ; 120 ; 63 ;Alle optaget, ledige pladser;
9180;70200;Administrationsøkonom, Horsens, Studiestart: sommerstart; 20 ; 1 ; 75 ; 30 ;6,8;Alle optaget, ledige pladser
9190;70210;Administrationsøkonom, Viborg, Studiestart: sommerstart; 18 ; 1 ; 65 ; 17 ;3,8;Alle optaget, ledige pladser
9200;70376;Automationsteknolog, Hedensted, Studiestart: sommerstart; 6 ; -   ; 8 ; 6 ;Alle optaget, ledige pladser;
9210;70378;Automationsteknolog, Randers SØ, Studiestart: sommerstart; 19 ; -   ; 30 ; 19 ;Alle optaget, ledige pladser;
9220;70510;Autoteknolog, Viborg, Studiestart: sommerstart; 6 ; -   ; 14 ; 6 ;Alle optaget, ledige pladser;
9230;70515;AP Graduate in Automotive Technology, Viborg, Study start: Summer start; 15 ; -   ; 35 ; 19 ;Alle optaget, ledige pladser;
9240;71660;Datamatiker, Skive, Studiestart: sommerstart; 25 ; -   ; 49 ; 20 ;3,0;Alle optaget, ledige pladser
9250;71665;Datamatiker, Grenaa, Studiestart: sommerstart; 46 ; 2 ; 89 ; 54 ;4,4;Alle optaget, ledige pladser
9260;73372;Energiteknolog, Randers SØ, Studiestart: sommerstart; 6 ; -   ; 15 ; 7 ;Alle optaget, ledige pladser;
9270;74210;Finansøkonom, Hobro, Studiestart: sommerstart; 80 ; -   ; 147 ; 80 ;3,4;Alle optaget, ledige pladser
9280;74215;Finansøkonom, Silkeborg, Studiestart: sommerstart; 60 ; -   ; 209 ; 41 ;Alle optaget, ledige pladser;
9290;74216;Finansøkonom, Silkeborg, E-læring, Studiestart: sommerstart; 100 ; 5 ; 295 ; 197 ;7,2;6,8
9300;74217;Finansøkonom, Silkeborg, Studiestart: vinterstart; 31 ; -   ; 97 ; 24 ;Alle optaget, ledige pladser;
9310;74660;Handelsøkonom, Randers SØ, Studiestart: sommerstart; 41 ; -   ; 98 ; 40 ;Alle optaget, ledige pladser;
9320;74662;Handelsøkonom, Randers SØ, Studiestart: vinterstart; 10 ; -   ; 33 ; 11 ;Alle optaget, ledige pladser;
9330;74670;Handelsøkonom, Silkeborg, Studiestart: sommerstart; 46 ; -   ; 120 ; 45 ;Alle optaget, ledige pladser;
9340;74672;Handelsøkonom, Silkeborg, Studiestart: vinterstart; 9 ; -   ; 32 ; 9 ;Alle optaget, ledige pladser;
9350;74675;Handelsøkonom, Hobro, Studiestart: sommerstart; 30 ; -   ; 66 ; 28 ;2,5;Alle optaget, ledige pladser
9360;74680;Handelsøkonom, Horsens, Studiestart: sommerstart; 31 ; -   ; 87 ; 25 ;Alle optaget, ledige pladser;
9370;75370;Installatør, stærkstrøm, Randers SØ, Studiestart: sommerstart; 4 ; -   ; 6 ; 4 ;Alle optaget, ledige pladser;
9380;75375;Installatør, VVS, Randers SØ, Studiestart: sommerstart; -   ; -   ; 2 ; 2 ;Ikke oprettet;
9390;76255;AP Graduate in IT Technology, Viborg, Study start: Summer start; 18 ; -   ; 152 ; 44 ;3,6;Alle optaget, ledige pladser
9400;76270;It-teknolog, Viborg, Studiestart: sommerstart; 12 ; 2 ; 48 ; 14 ;4,0;Alle optaget
9410;79510;Markedsføringsøkonom, Viborg, Studiestart: sommerstart; 19 ; -   ; 50 ; 20 ;Alle optaget, ledige pladser;
9420;79512;AP Graduate in Marketing Management, Viborg, Study start: Summer start; 31 ; -   ; 126 ; 39 ;Alle optaget, ledige pladser;
9430;79560;Markedsføringsøkonom, Randers SØ, Studiestart: sommerstart; 32 ; -   ; 95 ; 30 ;Alle optaget, ledige pladser;
9440;79562;Markedsføringsøkonom, Randers SØ, Studiestart: vinterstart; 13 ; -   ; 34 ; 11 ;Alle optaget, ledige pladser;
9450;79565;AP Graduate in Marketing Management, Randers SØ, Study start: Summer start; 35 ; -   ; 171 ; 44 ;3,6;Alle optaget, ledige pladser
9460;81580;Multimediedesigner, Grenaa, Studiestart: sommerstart; 19 ; -   ; 43 ; 22 ;4,9;Alle optaget, ledige pladser
9470;81590;Multimediedesigner, Skive, Studiestart: sommerstart; 20 ; -   ; 44 ; 18 ;Alle optaget, ledige pladser;
9480;84310;Produktionsteknolog, Skive, Studiestart: sommerstart; -   ; -   ; 7 ; 4 ;Ikke oprettet;
9490;84410;Produktionsteknolog, Randers SØ, Studiestart: sommerstart; 16 ; -   ; 26 ; 16 ;Alle optaget, ledige pladser;
9500;86160;Serviceøkonom, Randers SØ, Studiestart: sommerstart; 21 ; -   ; 69 ; 18 ;Alle optaget, ledige pladser;
9510;86164;Serviceøkonom, Randers SØ, E-læring, Studiestart: sommerstart; 33 ; -   ; 63 ; 21 ;Alle optaget, ledige pladser;
9520;86165;AP Graduate in Service, Hospitality and Tourism Management, Randers SØ, Study start: Summer start; 34 ; -   ; 155 ; 50 ;Alle optaget, ledige pladser;
9530;86170;Serviceøkonom, Skive, Studiestart: sommerstart; 7 ; -   ; 17 ; 7 ;Alle optaget, ledige pladser;
9540;87110;Logistikøkonom , Hobro, Studiestart: sommerstart; 19 ; -   ; 46 ; 19 ;Alle optaget, ledige pladser;
9550;;Erhvervsakademi Dania i alt; 994 ; 11 ; 2.838 ; 1.124 ;;
9560;;I alt; 69.526 ; 4.562 ; 261.291 ; 94.599 ;;
